WM
9,5
1.212,0.8553,0.3651,0.2583,0.392
0.3001,0.09178,0.04123,0.03874,0.03764
0.1883,-0.007247,0.0005641,0.007932,0.0003624
0.358,0.08378,0.02395,0.03104,0.02485
1.323,0.3029,-0.0452,0.0009308,0.05229
0.1333,0.03479,-0.01104,-0.04908,-0.01507
0.2335,-0.1574,-0.06431,-0.03903,-0.09104
0.115,-0.007725,0.009262,-0.06979,-0.04549
1.034,0.1446,0.01364,0.2798,0.1557
