RBF
18,18
     0,    -2, -1.75,  -1.5, -1.25,    -1, -0.75,  -0.5, -0.25,     0,  0.25,   0.5,  0.75,     1,  1.25,   1.5,  1.75,     2
    -2,6.574e-008,0.009316,0.9355,0.06658,3.358e-006,1.2e-013,3.041e-024,5.459e-038,6.945e-055,6.262e-075,4.002e-098,1.812e-124,5.816e-154,1.323e-186,2.132e-222,2.436e-261,1.972e-303
 -1.75,2.085e-014,1.065e-006,0.03858,  0.99,0.01801,2.321e-007,2.12e-015,1.372e-026,6.295e-041,2.047e-058,4.716e-079,7.7e-103,8.911e-130,7.308e-160,4.248e-193,1.75e-229,5.108e-269
  -1.5,5.553e-023,1.023e-012,1.336e-005,0.1236,0.8106,0.003767,1.241e-008,2.896e-017,4.79e-029,5.616e-044,4.666e-062,2.747e-083,1.146e-107,3.39e-135,7.105e-166,1.055e-199,1.111e-236
 -1.25,1.242e-033,8.248e-021,3.883e-011,0.0001296,0.3064,0.5134,0.0006097,5.131e-010,3.061e-019,1.294e-031,3.876e-047,8.229e-066,1.238e-087,1.32e-112,9.977e-141,5.343e-172,2.028e-206
    -1,2.331e-046,5.583e-031,9.478e-019,1.14e-009,0.0009722,0.5874,0.2515,7.634e-005,1.642e-011,2.502e-021,2.703e-034,2.069e-050,1.123e-069,4.317e-092,1.176e-117,2.271e-146,3.109e-178
 -0.75,3.674e-061,3.173e-043,1.942e-028,8.425e-017,2.59e-008,0.005643,0.8713,0.09534,7.394e-006,4.064e-013,1.583e-023,4.369e-037,8.547e-054,1.185e-073,1.164e-096,8.107e-123,4.001e-152
  -0.5,4.861e-078,1.514e-057,3.341e-040,5.226e-026,5.793e-015,4.551e-007,0.02534,0.9998,0.02796,5.541e-007,7.781e-015,7.745e-026,5.463e-040,2.731e-057,9.675e-078,2.429e-101,4.323e-128
 -0.25,5.401e-097,6.065e-074,4.826e-054,2.722e-037,1.088e-023,3.082e-013,6.187e-006,0.08803,0.8876,0.006342,3.212e-008,1.153e-016,2.932e-028,5.285e-043,6.751e-061,6.112e-082,3.921e-106
     0,5.037e-118,2.04e-092,5.853e-070,1.19e-050,1.716e-034,1.752e-021,1.268e-011,6.507e-005,0.2366,0.6095,0.001113,1.44e-009,1.321e-018,8.586e-031,3.955e-046,1.291e-064,2.987e-086
  0.25,3.945e-141,5.76e-113,5.959e-088,4.37e-066,2.271e-047,8.364e-032,2.183e-019,4.038e-010,0.0005294,0.4918,0.3238,0.0001511,4.997e-011,1.171e-020,1.945e-033,2.289e-049,1.91e-068
   0.5,2.594e-166,1.365e-135,5.094e-108,1.347e-083,2.524e-062,3.352e-044,3.155e-029,2.104e-017,9.947e-009,0.003332,0.7911,0.1331,1.587e-005,1.341e-012,8.032e-023,3.409e-036,1.025e-052
  0.75,1.432e-193,2.718e-160,3.656e-130,3.486e-103,2.355e-079,1.128e-058,3.828e-041,9.205e-027,1.569e-015,1.895e-007,0.01622,0.9843,0.04232,1.289e-006,2.785e-014,4.261e-025,4.622e-039
     1,6.636e-223,4.542e-187,2.203e-154,7.574e-125,1.845e-098,3.186e-075,3.899e-055,3.381e-038,2.078e-024,9.05e-014,2.794e-006,0.06111,0.9474,0.01041,8.105e-008,4.473e-016,1.749e-027
  1.25,2.582e-254,6.373e-216,1.115e-180,1.382e-148,1.214e-119,7.557e-094,3.334e-071,1.043e-051,2.311e-035,3.629e-022,4.039e-012,3.186e-005,0.1781,0.7055,0.001981,3.941e-009,5.558e-018
   1.5,8.436e-288,7.507e-247,4.735e-209,2.116e-174,6.703e-143,1.505e-114,2.394e-089,2.699e-067,2.157e-048,1.221e-032,4.902e-020,1.394e-010,0.000281,0.4015,0.4064,0.0002916,1.483e-010
  1.75,2.47e-323,7.425e-280,1.688e-239,2.721e-202,3.108e-168,2.516e-137,1.443e-109,5.868e-085,1.691e-063,3.452e-045,4.996e-030,5.123e-018,3.724e-009,0.001918,0.7001,0.1811,3.321e-005
     2,     0,6.165e-315,5.056e-272,2.938e-232,1.21e-195,3.532e-162,7.305e-132,1.071e-104,1.113e-080,8.191e-060,4.274e-042,1.581e-027,4.142e-016,7.693e-008,0.01013,0.9446,0.06244
