National Instruments VirtualBench-Scope 2.1.1 Report
Date Created:	10/26/99	3:08:28 PM

USER NAME:	FeederA
COMMENTS:	
START DATA
Time	Ch 0
0.286000	6.340998
0.286500	6.339139
0.287000	6.336039
0.287500	6.336039
0.288000	6.335419
0.288500	6.337898
0.289000	6.339758
0.289500	6.337898
0.290000	6.340378
0.290500	6.343478
0.291000	6.343478
0.291500	6.345338
0.292000	6.345338
0.292500	6.350918
0.293000	6.351538
0.293500	6.352777
0.294000	6.356497
0.294500	6.358977
0.295000	6.360217
0.295500	6.357737
0.296000	6.357117
0.296500	6.361457
0.297000	6.361457
0.297500	6.363317
0.298000	6.365177
0.298500	6.367657
0.299000	6.367657
0.299500	6.371377
0.300000	6.371377
0.300500	6.373857
0.301000	6.375096
0.301500	6.375716
0.302000	6.376956
0.302500	6.378816
0.303000	6.381916
0.303500	6.381296
0.304000	6.379436
0.304500	6.379436
0.305000	6.381916
0.305500	6.384396
0.306000	6.388735
0.306500	6.387496
0.307000	6.388735
0.307500	6.390595
0.308000	6.390595
0.308500	6.391835
0.309000	6.394315
0.309500	6.396175
0.310000	6.399895
0.310500	6.396175
0.311000	6.397415
0.311500	6.395555
0.312000	6.391835
0.312500	6.391215
0.313000	6.388735
0.313500	6.388115
0.314000	6.384396
0.314500	6.385016
0.315000	6.409194
0.315500	6.405475
0.316000	6.401755
0.316500	6.398655
0.317000	6.394935
0.317500	6.392455
0.318000	6.388115
0.318500	6.386256
0.319000	6.380676
0.319500	6.375716
0.320000	6.365177
0.320500	6.347198
0.321000	6.329839
0.321500	6.288921
0.322000	6.281482
0.322500	6.271562
0.323000	6.264122
0.323500	6.252963
0.324000	6.244284
0.324500	6.246144
0.325000	6.257303
0.325500	6.252963
0.326000	6.255443
0.326500	6.263503
0.327000	6.274662
0.327500	6.287681
0.328000	6.302560
0.328500	6.318059
0.329000	6.329839
0.329500	6.346578
0.330000	6.362697
0.330500	6.376336
0.331000	6.389356
0.331500	6.404855
0.332000	6.420974
0.332500	6.434613
0.333000	6.451352
0.333500	6.469951
0.334000	6.486690
0.334500	6.502809
0.335000	6.520168
0.335500	6.561706
0.336000	6.584024
0.336500	6.595804
0.337000	6.600143
0.337500	6.606343
0.338000	6.609443
0.338500	6.611303
0.339000	6.611303
0.339500	6.602623
0.340000	6.592084
0.340500	6.569145
0.341000	6.491650
0.341500	6.468711
0.342000	6.442672
0.342500	6.418494
0.343000	6.382536
0.343500	6.344098
0.344000	6.309380
0.344500	6.269702
0.345000	6.257303
0.345500	6.222585
0.346000	6.192207
0.346500	6.166788
0.347000	6.146329
0.347500	6.134550
0.348000	6.128970
0.348500	6.132690
0.349000	6.139510
0.349500	6.155009
0.350000	6.172988
0.350500	6.194686
0.351000	6.222585
0.351500	6.246764
0.352000	6.275282
0.352500	6.305040
0.353000	6.336039
0.353500	6.368277
0.354000	6.394935
0.354500	6.428413
0.355000	6.463131
0.355500	6.495989
0.356000	6.534427
0.356500	6.593324
0.357000	6.620602
0.357500	6.647881
0.358000	6.668340
0.358500	6.688798
0.359000	6.703678
0.359500	6.714837
0.360000	6.716697
0.360500	6.710497
0.361000	6.699338
0.361500	6.629282
0.362000	6.589604
0.362500	6.560466
0.363000	6.522648
0.363500	6.473051
0.364000	6.419734
0.364500	6.360217
0.365000	6.295121
0.365500	6.240564
0.366000	6.190347
0.366500	6.121531
0.367000	6.057674
0.367500	5.998778
0.368000	5.949181
0.368500	5.909503
0.369000	5.881605
0.369500	5.865485
0.370000	5.862386
0.370500	5.863006
0.371000	5.880364
0.371500	5.904543
0.372000	5.936781
0.372500	5.976459
0.373000	6.025436
0.373500	6.078133
0.374000	6.133930
0.374500	6.190967
0.375000	6.255443
0.375500	6.320539
0.376000	6.389976
0.376500	6.461891
0.377000	6.557366
0.377500	6.626182
0.378000	6.689418
0.378500	6.747075
0.379000	6.799772
0.379500	6.851229
0.380000	6.897107
0.380500	6.931825
0.381000	6.958483
0.381500	6.974602
0.382000	6.967782
0.382500	6.908886
0.383000	6.894627
0.383500	6.864248
0.384000	6.820851
0.384500	6.759474
0.385000	6.690658
0.385500	6.608823
0.386000	6.516448
0.386500	6.442052
0.387000	6.335419
0.387500	6.229404
0.388000	6.127110
0.388500	6.029776
0.389000	5.940501
0.389500	5.861145
0.390000	5.801009
0.390500	5.753272
0.391000	5.723514
0.391500	5.708014
0.392000	5.706774
0.392500	5.721653
0.393000	5.747072
0.393500	5.783650
0.394000	5.831388
0.394500	5.887804
0.395000	5.954140
0.395500	6.022336
0.396000	6.104172
0.396500	6.190347
0.397000	6.283961
0.397500	6.381916
0.398000	6.508389
0.398500	6.605103
0.399000	6.697478
0.399500	6.789853
0.400000	6.877888
0.400500	6.958483
0.401000	7.032879
0.401500	7.093015
0.402000	7.143852
0.402500	7.178570
0.403000	7.143232
0.403500	7.140753
0.404000	7.129593
0.404500	7.104175
0.405000	7.057677
0.405500	6.998161
0.406000	6.920665
0.406500	6.825810
0.407000	6.735916
0.407500	6.626182
0.408000	6.500329
0.408500	6.368277
0.409000	6.238704
0.409500	6.110991
0.410000	5.987618
0.410500	5.875405
0.411000	5.773731
0.411500	5.689415
0.412000	5.618120
0.412500	5.569142
0.413000	5.538764
0.413500	5.525745
0.414000	5.529465
0.414500	5.551783
0.415000	5.587121
0.415500	5.636098
0.416000	5.698715
0.416500	5.775590
0.417000	5.864245
0.417500	5.962200
0.418000	6.066974
0.418500	6.203986
0.419000	6.333559
0.419500	6.452592
0.420000	6.575345
0.420500	6.688798
0.421000	6.806592
0.421500	6.919425
0.422000	7.022959
0.422500	7.112234
0.423000	7.194690
0.423500	7.256686
0.424000	7.244907
0.424500	7.274045
0.425000	7.289544
0.425500	7.279624
0.426000	7.250486
0.426500	7.200269
0.427000	7.127733
0.427500	7.037219
0.428000	6.951044
0.428500	6.825191
0.429000	6.683218
0.429500	6.533187
0.430000	6.375716
0.430500	6.219485
0.431000	6.063254
0.431500	5.911983
0.432000	5.773111
0.432500	5.646638
0.433000	5.539384
0.433500	5.453209
0.434000	5.382533
0.434500	5.334795
0.435000	5.308137
0.435500	5.300698
0.436000	5.316817
0.436500	5.350295
0.437000	5.397412
0.437500	5.464988
0.438000	5.551163
0.438500	5.652837
0.439000	5.778070
0.439500	5.932442
0.440000	6.069454
0.440500	6.212666
0.441000	6.358977
0.441500	6.510869
0.442000	6.661520
0.442500	6.814031
0.443000	6.953523
0.443500	7.083716
0.444000	7.202749
0.444500	7.249866
0.445000	7.329222
0.445500	7.397418
0.446000	7.443915
0.446500	7.466234
0.447000	7.464994
0.447500	7.438956
0.448000	7.387498
0.448500	7.329222
0.449000	7.237467
0.449500	7.114094
0.450000	6.970882
0.450500	6.813411
0.451000	6.647261
0.451500	6.468711
0.452000	6.290161
0.452500	6.112231
0.453000	5.942981
0.453500	5.784890
0.454000	5.645398
0.454500	5.528844
0.455000	5.431510
0.455500	5.358974
0.456000	5.307517
0.456500	5.272179
0.457000	5.264120
0.457500	5.278379
0.458000	5.313097
0.458500	5.365174
0.459000	5.438950
0.459500	5.536284
0.460000	5.677016
0.460500	5.805969
0.461000	5.943601
0.461500	6.095492
0.462000	6.249864
0.462500	6.414154
0.463000	6.580925
0.463500	6.745835
0.464000	6.905786
0.464500	7.061397
0.465000	7.186630
0.465500	7.263505
0.466000	7.373859
0.466500	7.463134
0.467000	7.531330
0.467500	7.571008
0.468000	7.585267
0.468500	7.571628
0.469000	7.526990
0.469500	7.482973
0.470000	7.388118
0.470500	7.262886
0.471000	7.120914
0.471500	6.960963
0.472000	6.788613
0.472500	6.602004
0.473000	6.417254
0.473500	6.230645
0.474000	6.044655
0.474500	5.868585
0.475000	5.710494
0.475500	5.572242
0.476000	5.453829
0.476500	5.359594
0.477000	5.285819
0.477500	5.231262
0.478000	5.203363
0.478500	5.194684
0.479000	5.211423
0.479500	5.252340
0.480000	5.310617
0.480500	5.400512
0.481000	5.532564
0.481500	5.655317
0.482000	5.790470
0.482500	5.941121
0.483000	6.102932
0.483500	6.272802
0.484000	6.450112
0.484500	6.626802
0.485000	6.802252
0.485500	6.970263
0.486000	7.072556
0.486500	7.208949
0.487000	7.336041
0.487500	7.445155
0.488000	7.528851
0.488500	7.588987
0.489000	7.622465
0.489500	7.621225
0.490000	7.613786
0.490500	7.568528
0.491000	7.487933
0.491500	7.375719
0.492000	7.244287
0.492500	7.093635
0.493000	6.923765
0.493500	6.737155
0.494000	6.544967
0.494500	6.349058
0.495000	6.151289
0.495500	5.952281
0.496000	5.774971
0.496500	5.610680
0.497000	5.467468
0.497500	5.345955
0.498000	5.244901
0.498500	5.166785
0.499000	5.111609
0.499500	5.079370
0.500000	5.071311
0.500500	5.091770
0.501000	5.135787
0.501500	5.219482
0.502000	5.322396
0.502500	5.431510
0.503000	5.561703
0.503500	5.706154
0.504000	5.863006
0.504500	6.037836
0.505000	6.220725
0.505500	6.408575
0.506000	6.595804
0.506500	6.776214
0.507000	6.892147
0.507500	7.057057
0.508000	7.212049
0.508500	7.345961
0.509000	7.458175
0.509500	7.548069
0.510000	7.608826
0.510500	7.637964
0.511000	7.664003
0.511500	7.639204
0.512000	7.576588
0.512500	7.489793
0.513000	7.376959
0.513500	7.238087
0.514000	7.078136
0.514500	6.907646
0.515000	6.722897
0.515500	6.527607
0.516000	6.331699
0.516500	6.137030
0.517000	5.951040
0.517500	5.779930
0.518000	5.631139
0.518500	5.500946
0.519000	5.391832
0.519500	5.303177
0.520000	5.238701
0.520500	5.191584
0.521000	5.174845
0.521500	5.181045
0.522000	5.217622
0.522500	5.296978
0.523000	5.378193
0.523500	5.478007
0.524000	5.595801
0.524500	5.732813
0.525000	5.886564
0.525500	6.053955
0.526000	6.231265
0.526500	6.416634
0.527000	6.600143
0.527500	6.781173
0.528000	6.955383
0.528500	7.109755
0.529000	7.198410
0.529500	7.331702
0.530000	7.443915
0.530500	7.530090
0.531000	7.590847
0.531500	7.622465
0.532000	7.624325
0.532500	7.592707
0.533000	7.532570
0.533500	7.445775
0.534000	7.352160
0.534500	7.208949
0.535000	7.044038
0.535500	6.864868
0.536000	6.672679
0.536500	6.474291
0.537000	6.268462
0.537500	6.070693
0.538000	5.882844
0.538500	5.716074
0.539000	5.569142
0.539500	5.437090
0.540000	5.332936
0.540500	5.248001
0.541000	5.184764
0.541500	5.145086
0.542000	5.128967
0.542500	5.145707
0.543000	5.207083
0.543500	5.265980
0.544000	5.345955
0.544500	5.451349
0.545000	5.574722
0.545500	5.713594
0.546000	5.870445
0.546500	6.042795
0.547000	6.225685
0.547500	6.417874
0.548000	6.610063
0.548500	6.801012
0.549000	6.984521
0.549500	7.105415
0.550000	7.248626
0.550500	7.392458
0.551000	7.510871
0.551500	7.605106
0.552000	7.668343
0.552500	7.701200
0.553000	7.703681
0.553500	7.670822
0.554000	7.608826
0.554500	7.546209
0.555000	7.430896
0.555500	7.288304
0.556000	7.122154
0.556500	6.939264
0.557000	6.747695
0.557500	6.544967
0.558000	6.338519
0.558500	6.136410
0.559000	5.946701
0.559500	5.768771
0.560000	5.608820
0.560500	5.470568
0.561000	5.352155
0.561500	5.256680
0.562000	5.180425
0.562500	5.128347
0.563000	5.102929
0.563500	5.104789
0.564000	5.157486
0.564500	5.207703
0.565000	5.282099
0.565500	5.383773
0.566000	5.505906
0.566500	5.644158
0.567000	5.802249
0.567500	5.973979
0.568000	6.159968
0.568500	6.354638
0.569000	6.549926
0.569500	6.746455
0.570000	6.924385
0.570500	7.039078
0.571000	7.203369
0.571500	7.348441
0.572000	7.472434
0.572500	7.566669
0.573000	7.635484
0.573500	7.673302
0.574000	7.678882
0.574500	7.648504
0.575000	7.593947
0.575500	7.525751
0.576000	7.403617
0.576500	7.255446
0.577000	7.085576
0.577500	6.894627
0.578000	6.693758
0.578500	6.481730
0.579000	6.264742
0.579500	6.055194
0.580000	5.858046
0.580500	5.679496
0.581000	5.518925
0.581500	5.380673
0.582000	5.265980
0.582500	5.172365
0.583000	5.103549
0.583500	5.059531
0.584000	5.037213
0.584500	5.062631
0.585000	5.106029
0.585500	5.166165
0.586000	5.252960
0.586500	5.363314
0.587000	5.495986
0.587500	5.650978
0.588000	5.827047
0.588500	6.015517
0.589000	6.223205
0.589500	6.430273
0.590000	6.646021
0.590500	6.854949
0.591000	7.032879
0.591500	7.179811
0.592000	7.355880
0.592500	7.513351
0.593000	7.642924
0.593500	7.740258
0.594000	7.807215
0.594500	7.840073
0.595000	7.838833
0.595500	7.793575
0.596000	7.741498
0.596500	7.641684
0.597000	7.502812
0.597500	7.337902
0.598000	7.148192
0.598500	6.942984
0.599000	6.722277
0.599500	6.494130
0.600000	6.266603
0.600500	6.043415
0.601000	5.832627
0.601500	5.644158
0.602000	5.478007
0.602500	5.332936
0.603000	5.211423
0.603500	5.112228
0.604000	5.038453
0.604500	4.991335
0.605000	4.976456
0.605500	5.013034
0.606000	5.054572
0.606500	5.117188
0.607000	5.209563
0.607500	5.330456
0.608000	5.472428
0.608500	5.639198
0.609000	5.823948
0.609500	6.027916
0.610000	6.240564
0.610500	6.460032
0.611000	6.683218
0.611500	6.895247
0.612000	7.044658
0.612500	7.244287
0.613000	7.422836
0.613500	7.574728
0.614000	7.703681
0.614500	7.800395
0.615000	7.857432
0.615500	7.882230
0.616000	7.867971
0.616500	7.827673
0.617000	7.762577
0.617500	7.645404
0.618000	7.495992
0.618500	7.321162
0.619000	7.124633
0.619500	6.910126
0.620000	6.683839
0.620500	6.442052
0.621000	6.206466
0.621500	5.975839
0.622000	5.757612
0.622500	5.553643
0.623000	5.374474
0.623500	5.216383
0.624000	5.085570
0.624500	4.976456
0.625000	4.891521
0.625500	4.839444
0.626000	4.839444
0.626500	4.846263
0.627000	4.876022
0.627500	4.940498
0.628000	5.035353
0.628500	5.156866
0.629000	5.302557
0.629500	5.477387
0.630000	5.670197
0.630500	5.882844
0.631000	6.109751
0.631500	6.344718
0.632000	6.584644
0.632500	6.770634
0.633000	6.981421
0.633500	7.202749
0.634000	7.402997
0.634500	7.575348
0.635000	7.723519
0.635500	7.838213
0.636000	7.915709
0.636500	7.958486
0.637000	7.958486
0.637500	7.951046
0.638000	7.886570
0.638500	7.782416
0.639000	7.648504
0.639500	7.481113
0.640000	7.292024
0.640500	7.079996
0.641000	6.856189
0.641500	6.617503
0.642000	6.376336
0.642500	6.143229
0.643000	5.919422
0.643500	5.708634
0.644000	5.520785
0.644500	5.353395
0.645000	5.211423
0.645500	5.088670
0.646000	4.992575
0.646500	4.932438
0.647000	4.917560
0.647500	4.910740
0.648000	4.931199
0.648500	4.987616
0.649000	5.072551
0.649500	5.189724
0.650000	5.331696
0.650500	5.506526
0.651000	5.698715
0.651500	5.907023
0.652000	6.135170
0.652500	6.371377
0.653000	6.602004
0.653500	6.783653
0.654000	7.011180
0.654500	7.232507
0.655000	7.429656
0.655500	7.605106
0.656000	7.750178
0.656500	7.861772
0.657000	7.937407
0.657500	7.976465
0.658000	7.980805
0.658500	7.963446
0.659000	7.887810
0.659500	7.774976
0.660000	7.625565
0.660500	7.450735
0.661000	7.249247
0.661500	7.027299
0.662000	6.785513
0.662500	6.537527
0.663000	6.292641
0.663500	6.050235
0.664000	5.821468
0.664500	5.613780
0.665000	5.424691
0.665500	5.259160
0.666000	5.119048
0.666500	5.004974
0.667000	4.916319
0.667500	4.874162
0.668000	4.849983
0.668500	4.847504
0.669000	4.873542
0.669500	4.934299
0.670000	5.028533
0.670500	5.145707
0.671000	5.295118
0.671500	5.476148
0.672000	5.674536
0.672500	5.888424
0.673000	6.126491
0.673500	6.370757
0.674000	6.591464
0.674500	6.797912
0.675000	7.037838
0.675500	7.265985
0.676000	7.468714
0.676500	7.643544
0.677000	7.793575
0.677500	7.905169
0.678000	7.978945
0.678500	8.014903
0.679000	8.027922
0.679500	7.993204
0.680000	7.914468
0.680500	7.800395
0.681000	7.654703
0.681500	7.481733
0.682000	7.283344
0.682500	7.066357
0.683000	6.835730
0.683500	6.593944
0.684000	6.352158
0.684500	6.117811
0.685000	5.891524
0.685500	5.681356
0.686000	5.491027
0.686500	5.319296
0.687000	5.172985
