hardlimit
102,102
     0,   -10,  -9.8,  -9.6,  -9.4,  -9.2,    -9,  -8.8,  -8.6,  -8.4,  -8.2,    -8,  -7.8,  -7.6,  -7.4,  -7.2,    -7,  -6.8,  -6.6,  -6.4,  -6.2,    -6,  -5.8,  -5.6,  -5.4,  -5.2,    -5,  -4.8,  -4.6,  -4.4,  -4.2,    -4,  -3.8,  -3.6,  -3.4,  -3.2,    -3,  -2.8,  -2.6,  -2.4,  -2.2,    -2,  -1.8,  -1.6,  -1.4,  -1.2,    -1,  -0.8,  -0.6,  -0.4,  -0.2,-2.054e-015,   0.2,   0.4,   0.6,   0.8,     1,   1.2,   1.4,   1.6,   1.8,     2,   2.2,   2.4,   2.6,   2.8,     3,   3.2,   3.4,   3.6,   3.8,     4,   4.2,   4.4,   4.6,   4.8,     5,   5.2,   5.4,   5.6,   5.8,     6,   6.2,   6.4,   6.6,   6.8,     7,   7.2,   7.4,   7.6,   7.8,     8,   8.2,   8.4,   8.6,   8.8,     9,   9.2,   9.4,   9.6,   9.8,    10
   -10,  5.35,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85
  -9.8,  5.35,  5.35,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.35
  -9.6,  5.35,  5.35,  5.35,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.35,  3.35
  -9.4,  5.35,  5.35,  5.35,  5.35,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.35,  3.35,  3.35
  -9.2,  5.35,  5.35,  5.35,  5.35,  5.35,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.35,  3.35,  3.35,  3.35
    -9,  5.35,  5.35,  5.35,  5.35,  5.35,  5.35,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.35,  3.35,  3.35,  3.35,  3.35
  -8.8,  6.75,  6.75,  5.35,  5.35,  5.35,  5.35,  5.35,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.35,  3.35,  3.35,  3.35,  2.95,  2.95
  -8.6,  6.75,  6.75,  6.75,  5.35,  5.35,  5.35,  5.35,  5.35,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.35,  3.35,  3.35,  3.35,  2.95,  2.95,  2.95
  -8.4,  6.75,  6.75,  6.75,  6.75,  5.35,  5.35,  5.35,  5.35,  5.35,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.85,  3.35,  3.35,  3.35,  3.35,  2.95,  2.95,  2.95,  2.95
