result
388,7
0,0,0,0,0,0,0
0.03,0,0,0,0,0,0
0.06,5.699e-005,0.000145,0.0001451,0.003799,0.009661,0.009675
0.09,0.0002561,0.0006513,0.0006523,0.009478,0.02407,0.02413
0.11,0.0004893,0.001243,0.001246,0.01383,0.03513,0.03523
0.13,0.000811,0.002061,0.002065,0.01834,0.04657,0.04669
0.15,0.001223,0.003108,0.003115,0.02291,0.05817,0.05834
0.17,0.001727,0.004389,0.004399,0.0275,0.06981,0.07002
0.19,0.002323,0.005901,0.005916,0.03207,0.08142,0.08166
0.21,0.00301,0.007645,0.007665,0.03661,0.09293,0.09322
0.23,0.003787,0.009619,0.009643,0.0411,0.1043,0.1047
0.25,0.004653,0.01182,0.01185,0.04553,0.1156,0.116
0.28,0.006118,0.01554,0.01558,0.05211,0.1321,0.1327
0.31,0.007778,0.01975,0.01981,0.05857,0.1484,0.1491
0.34,0.00963,0.02445,0.02452,0.06491,0.1645,0.1653
0.37,0.01167,0.02962,0.02972,0.07117,0.1804,0.1813
0.4,0.0139,0.03528,0.0354,0.07736,0.1962,0.197
0.43,0.01631,0.0414,0.04154,0.08349,0.2117,0.2126
0.46,0.01891,0.04799,0.04815,0.08956,0.2272,0.2281
0.49,0.02169,0.05504,0.05522,0.0956,0.2426,0.2435
0.51,0.02364,0.06,0.0602,0.09961,0.253,0.2537
0.54,0.02672,0.06782,0.06804,0.1056,0.2682,0.269
0.57,0.02997,0.0761,0.07633,0.1116,0.2833,0.2842
0.6,0.03341,0.08483,0.08509,0.1175,0.2984,0.2993
0.63,0.03703,0.09402,0.09429,0.1235,0.3135,0.3145
0.66,0.04082,0.1037,0.104,0.1294,0.3286,0.3296
0.69,0.04479,0.1138,0.1141,0.1353,0.3437,0.3447
0.72,0.04894,0.1243,0.1246,0.1412,0.3588,0.3597
0.75,0.05326,0.1353,0.1357,0.1471,0.3738,0.3748
0.78,0.05777,0.1467,0.1471,0.153,0.3889,0.3898
0.81,0.06245,0.1586,0.159,0.1589,0.4039,0.4049
0.84,0.0673,0.171,0.1714,0.1648,0.4189,0.4199
0.87,0.07234,0.1838,0.1842,0.1707,0.4339,0.4349
0.9,0.07755,0.197,0.1975,0.1766,0.4489,0.4499
0.93,0.08294,0.2107,0.2112,0.1825,0.4639,0.4649
0.96,0.0885,0.2249,0.2254,0.1884,0.4789,0.4799
0.99,0.09424,0.2395,0.24,0.1943,0.4939,0.495
1.01,0.09817,0.2495,0.25,0.1982,0.5044,0.505
1.03,0.1022,0.2597,0.2602,0.2022,0.5147,0.515
1.05,0.1063,0.2701,0.2706,0.2061,0.5249,0.525
1.07,0.1104,0.2807,0.2812,0.21,0.535,0.535
1.09,0.1147,0.2915,0.292,0.214,0.545,0.545
1.11,0.119,0.3025,0.303,0.2179,0.555,0.555
1.13,0.1234,0.3137,0.3142,0.2218,0.565,0.565
1.15,0.1279,0.3251,0.3256,0.2258,0.5749,0.575
1.17,0.1324,0.3367,0.3372,0.2297,0.5849,0.585
1.19,0.137,0.3485,0.349,0.2336,0.5948,0.595
1.21,0.1417,0.3605,0.361,0.2375,0.6048,0.605
1.23,0.1465,0.3727,0.3732,0.2414,0.6147,0.615
1.25,0.1514,0.3851,0.3856,0.2454,0.6247,0.625
1.27,0.1564,0.3977,0.3982,0.2493,0.6346,0.635
1.29,0.1614,0.4105,0.411,0.2532,0.6446,0.645
1.31,0.1665,0.4235,0.424,0.2571,0.6545,0.655
1.33,0.1717,0.4367,0.4372,0.2611,0.6645,0.665
1.35,0.1769,0.4501,0.4506,0.265,0.6745,0.675
1.37,0.1823,0.4637,0.4642,0.2689,0.6845,0.685
1.39,0.1877,0.4775,0.478,0.2728,0.6944,0.695
1.41,0.1932,0.4915,0.492,0.2768,0.7044,0.705
1.43,0.1988,0.5056,0.5062,0.2807,0.7144,0.715
1.45,0.2044,0.52,0.5206,0.2846,0.7244,0.725
1.47,0.2101,0.5346,0.5352,0.2885,0.7344,0.735
1.49,0.216,0.5494,0.55,0.2925,0.7444,0.745
1.51,0.2218,0.5644,0.565,0.2964,0.7543,0.755
1.53,0.2278,0.5796,0.5802,0.3003,0.7643,0.765
1.55,0.2339,0.595,0.5956,0.3042,0.7743,0.775
1.57,0.24,0.6106,0.6112,0.3082,0.7843,0.785
1.59,0.2462,0.6264,0.627,0.3121,0.7943,0.795
1.61,0.2525,0.6424,0.643,0.316,0.8043,0.805
1.63,0.2588,0.6586,0.6592,0.3199,0.8143,0.815
1.65,0.2653,0.675,0.6756,0.3239,0.8243,0.825
1.67,0.2718,0.6915,0.6922,0.3278,0.8343,0.835
1.69,0.2784,0.7083,0.709,0.3317,0.8443,0.845
1.71,0.285,0.7253,0.726,0.3357,0.8543,0.855
1.73,0.2918,0.7425,0.7432,0.3396,0.8643,0.865
1.75,0.2986,0.7599,0.7606,0.3435,0.8743,0.875
1.77,0.3055,0.7775,0.7782,0.3474,0.8843,0.885
1.79,0.3125,0.7953,0.796,0.3514,0.8943,0.895
1.81,0.3196,0.8133,0.814,0.3553,0.9043,0.905
1.83,0.3267,0.8315,0.8322,0.3592,0.9142,0.915
1.85,0.334,0.8499,0.8506,0.3631,0.9242,0.925
1.87,0.3413,0.8685,0.8692,0.3671,0.9342,0.935
1.89,0.3487,0.8873,0.888,0.371,0.9442,0.945
1.91,0.3561,0.9062,0.907,0.3749,0.9542,0.955
1.93,0.3637,0.9254,0.9262,0.3789,0.9642,0.965
1.95,0.3713,0.9448,0.9456,0.3828,0.9742,0.975
1.97,0.379,0.9644,0.9652,0.3867,0.9842,0.985
1.99,0.3867,0.9842,0.985,0.3906,0.9942,0.995
2.01,0.3946,1.004,1.005,0.3946,1.004,1.005
2.03,0.4025,1.024,1.025,0.3977,1.012,1.013
2.05,0.4105,1.045,1.045,0.3995,1.017,1.017
2.07,0.4185,1.065,1.066,0.4004,1.019,1.019
2.09,0.4265,1.085,1.086,0.4006,1.019,1.02
2.11,0.4345,1.106,1.107,0.4005,1.019,1.019
2.13,0.4425,1.126,1.127,0.4001,1.018,1.018
2.15,0.4505,1.147,1.147,0.3995,1.016,1.017
2.17,0.4585,1.167,1.168,0.3989,1.015,1.015
2.19,0.4665,1.187,1.188,0.3983,1.013,1.014
2.21,0.4744,1.207,1.208,0.3977,1.012,1.012
2.23,0.4824,1.228,1.228,0.3971,1.01,1.011
2.25,0.4903,1.248,1.249,0.3966,1.009,1.01
2.27,0.4982,1.268,1.269,0.3961,1.008,1.008
2.29,0.5062,1.288,1.289,0.3957,1.007,1.007
2.31,0.5141,1.308,1.309,0.3953,1.006,1.006
2.33,0.522,1.328,1.329,0.3949,1.005,1.005
2.35,0.5299,1.348,1.349,0.3946,1.004,1.005
2.37,0.5378,1.369,1.369,0.3944,1.004,1.004
2.39,0.5456,1.389,1.39,0.3941,1.003,1.003
2.41,0.5535,1.409,1.41,0.3939,1.003,1.003
2.43,0.5614,1.429,1.43,0.3938,1.002,1.003
2.45,0.5693,1.449,1.45,0.3936,1.002,1.002
2.47,0.5771,1.469,1.47,0.3935,1.002,1.002
2.49,0.585,1.489,1.49,0.3934,1.001,1.002
2.51,0.5929,1.509,1.51,0.3933,1.001,1.001
2.53,0.6007,1.529,1.53,0.3932,1.001,1.001
2.55,0.6086,1.549,1.55,0.3931,1.001,1.001
2.57,0.6165,1.569,1.57,0.3931,1.001,1.001
2.59,0.6243,1.589,1.59,0.393,1,1.001
2.61,0.6322,1.609,1.61,0.393,1,1.001
2.63,0.64,1.629,1.63,0.3929,1,1.001
2.65,0.6479,1.649,1.65,0.3929,1,1
2.67,0.6558,1.669,1.67,0.3929,1,1
2.69,0.6636,1.689,1.69,0.3928,1,1
2.71,0.6715,1.709,1.71,0.3928,1,1
2.73,0.6793,1.729,1.73,0.3928,0.9999,1
2.75,0.6872,1.749,1.75,0.3928,0.9999,1
2.77,0.695,1.769,1.77,0.3928,0.9999,1
2.79,0.7029,1.789,1.79,0.3928,0.9998,1
2.81,0.7108,1.809,1.81,0.3928,0.9998,1
2.83,0.7186,1.829,1.83,0.3928,0.9998,1
2.85,0.7265,1.849,1.85,0.3927,0.9998,1
2.87,0.7343,1.869,1.87,0.3927,0.9998,1
2.89,0.7422,1.889,1.89,0.3927,0.9997,1
2.91,0.75,1.909,1.91,0.3927,0.9997,1
2.93,0.7579,1.929,1.93,0.3927,0.9997,1
2.95,0.7657,1.949,1.95,0.3927,0.9997,1
2.97,0.7736,1.969,1.97,0.3927,0.9997,1
2.99,0.7815,1.989,1.99,0.3927,0.9997,1
3.01,0.7893,2.009,2.01,0.3927,0.9997,1
3.03,0.7972,2.029,2.03,0.3927,0.9997,1
3.05,0.805,2.049,2.05,0.3927,0.9997,1
