control
57,4
0,28.72,97.9,23.14
0.05,29.43,94.79,20.35
0.1,31.09,91.23,16.86
0.15,33.21,87.3,12.99
0.2,35.44,83.08,8.897
0.25,37.45,78.73,4.757
0.3,38.95,74.41,0.7265
0.35,39.74,70.28,-3.114
0.4,39.81,66.45,-6.856
0.45,39.39,62.88,-10.82
0.5,38.88,59.47,-15.54
0.55,38.72,56.06,-21.47
0.6,38.96,52.52,-28.61
0.65,39.05,48.8,-36.03
0.7,37.9,44.92,-42.08
0.75,34.53,40.89,-45.49
0.8,28.57,36.65,-46.46
0.85,20.08,32.2,-46.19
0.9,8.879,27.73,-45.45
0.95,-5.508,23.61,-43.96
1,-23.54,20.15,-41.22
1.05,-45.5,17.35,-37.2
1.1,-71.52,14.88,-32.23
1.15,-101.2,12.15,-26.92
1.2,-132,8.37,-22.7
1.25,-165.4,-6.234,-22.55
1.3,-153.5,-3.576,-25.33
1.35,-139,1.176,-26.64
1.4,-122.9,6.817,-23.96
1.45,-104.8,11.84,-21.76
1.5,-84.88,15.82,-23.25
1.55,-63.94,19.17,-27.84
1.6,-43.07,22.35,-33.59
1.65,-23.13,25.63,-39.21
1.7,-4.784,29.11,-44.06
1.75,11.42,32.83,-47.61
1.8,25.05,36.79,-49.33
1.85,35.89,40.87,-48.82
1.9,43.89,44.88,-46.1
1.95,49.11,48.71,-41.52
2,51.56,52.34,-35.57
2.05,51.38,55.81,-28.67
2.1,48.89,59.15,-21.22
2.15,44.59,62.38,-13.6
2.2,39.09,65.49,-6.116
2.25,33.04,68.5,0.9563
2.3,27.16,71.53,7.341
2.35,22.3,74.79,12.71
2.4,19.37,78.61,16.67
2.45,19.38,83.31,18.71
2.5,23.33,88.95,18.13
2.55,32.11,94.58,13.91
2.6,25.92,79.39,10.46
2.65,20.16,70.06,7.013
2.7,15.37,62.32,4.188
2.75,11.18,56.28,2.098
2.8,7.531,51.86,0.6916
