control
89,4
0,22.94,68.56,11.32
0.05,22.76,67.71,10.12
0.1,22.87,66.88,8.57
0.15,23.23,66.08,6.731
0.2,23.8,65.27,4.651
0.25,24.54,64.44,2.379
0.3,25.39,63.56,-0.02133
0.35,26.3,62.63,-2.477
0.4,27.2,61.62,-4.904
0.45,27.98,60.54,-7.229
0.5,28.57,59.4,-9.409
0.55,28.88,58.21,-11.46
0.6,28.87,56.96,-13.46
0.65,28.56,55.69,-15.6
0.7,28.02,54.37,-18.14
0.75,27.43,53.02,-21.35
0.8,27.03,51.63,-25.48
0.85,27.05,50.21,-30.59
0.9,27.68,48.8,-36.46
0.95,28.92,47.48,-42.55
1,30.57,46.38,-48.31
1.05,32.25,45.57,-53.41
1.1,33.54,45.09,-57.91
1.15,34.11,44.85,-62.07
1.2,33.72,44.71,-65.86
1.25,32.17,44.47,-68.94
1.3,29.3,43.98,-71.07
1.35,24.98,43.19,-72.28
1.4,19.13,42.2,-72.59
1.45,11.7,41.17,-71.7
1.5,2.68,40.21,-69.54
1.55,-7.821,39.35,-66.31
1.6,-19.64,38.52,-61.97
1.65,-32.59,37.66,-56.56
1.7,-46.48,36.73,-50.37
1.75,-61,35.71,-43.42
1.8,-75.86,34.6,-36.01
1.85,-90.59,33.43,-28.35
1.9,-104.5,32.33,-20.91
1.95,-116.6,31.69,-13.74
2,-143.5,34.42,-4.246
2.05,-131.3,32.21,-12.21
2.1,-118.1,29.8,-17.96
2.15,-106.3,29.34,-13.9
2.2,-95.91,30.56,-8.348
2.25,-86.27,32.34,-10.11
2.3,-76.88,33.92,-17.95
2.35,-67.8,35.2,-25.63
2.4,-59.06,36.27,-30.94
2.45,-50.51,37.18,-36.33
2.5,-42.18,38.04,-43.62
2.55,-34.36,39.01,-51.72
2.6,-27.22,40.14,-58.86
2.65,-20.52,41.34,-64.71
2.7,-13.97,42.48,-70.05
2.75,-7.483,43.52,-75.11
2.8,-1.105,44.5,-79.21
2.85,5.269,45.43,-81.8
2.9,11.83,46.28,-83.16
2.95,18.51,47.11,-83.69
3,24.91,47.99,-83
3.05,30.7,48.92,-80.56
3.1,35.75,49.83,-76.72
3.15,39.88,50.68,-72.14
3.2,42.83,51.53,-66.78
3.25,44.62,52.4,-60.48
3.3,45.46,53.25,-53.63
3.35,45.48,54.09,-46.61
3.4,44.75,54.92,-39.52
3.45,43.37,55.74,-32.42
3.5,41.46,56.54,-25.45
3.55,39.11,57.29,-18.69
3.6,36.4,57.98,-12.21
3.65,33.42,58.56,-6.102
3.7,30.28,59.01,-0.4562
3.75,27.13,59.32,4.571
3.8,24.18,59.48,8.791
3.85,21.66,59.55,12.01
3.9,19.84,59.6,14.03
3.95,19.04,59.8,14.67
4,19.73,60.41,13.62
4.05,22.88,62.08,10.09
4.1,20.01,63.5,3.665
4.15,16.44,59.78,1.814
4.2,13.29,56.65,0.192
4.25,10.49,54.1,-1.013
4.3,7.982,52.15,-1.769
4.35,5.744,50.73,-2.113
4.4,3.758,49.77,-2.126
