symsigmoid1
18,18
     0,    -2, -1.75,  -1.5, -1.25,    -1, -0.75,  -0.5, -0.25,     0,  0.25,   0.5,  0.75,     1,  1.25,   1.5,  1.75,     2
    -2,-0.9178,-0.6845,-0.09967,0.5632,0.8798,0.9712,0.9933,0.9985,0.9996,0.9999,     1,     1,     1,     1,     1,     1,     1
 -1.75,-0.9745,-0.8929,-0.6036,0.03873,0.6505,0.9076,0.9781,0.9949,0.9988,0.9997,0.9999,     1,     1,     1,     1,     1,     1
  -1.5,-0.9922,-0.9664,-0.8611,-0.508,0.1757,0.7235,0.9292,0.9833,0.9962,0.9991,0.9998,     1,     1,     1,     1,     1,     1
 -1.25,-0.9976,-0.9897,-0.9559,-0.8206,-0.398,0.3061,0.7833,0.9459,0.9874,0.9971,0.9993,0.9998,     1,     1,     1,     1,     1
    -1,-0.9993,-0.9969,-0.9865,-0.9422,-0.7699,-0.2752, 0.426,0.8314,0.9587,0.9904,0.9978,0.9995,0.9999,     1,     1,     1,     1
 -0.75,-0.9998,-0.9991,-0.9959,-0.9822,-0.9244,-0.707,-0.1428,0.5326,0.8696,0.9686,0.9927,0.9983,0.9996,0.9999,     1,     1,     1
  -0.5,-0.9999,-0.9997,-0.9988,-0.9946,-0.9766,-0.9015,-0.6307,-0.005,0.6246,0.8996,0.9761,0.9945,0.9987,0.9997,0.9999,     1,     1
 -0.25,    -1,-0.9999,-0.9996,-0.9984,-0.9929,-0.9692,-0.872,-0.5397, 0.133, 0.702, 0.923,0.9818,0.9958, 0.999,0.9998,0.9999,     1
     0,    -1,    -1,-0.9999,-0.9995,-0.9978,-0.9906,-0.9595,-0.8344,-0.4342,0.2659,0.7658,0.9411,0.9862,0.9968,0.9993,0.9998,     1
  0.25,    -1,    -1,    -1,-0.9999,-0.9993,-0.9972,-0.9876,-0.9469,-0.7871,-0.3151,0.3895,0.8173, 0.955,0.9895,0.9976,0.9994,0.9999
   0.5,    -1,    -1,    -1,    -1,-0.9998,-0.9991,-0.9962,-0.9837,-0.9306,-0.7283,-0.1853,0.5005,0.8585,0.9658,0.9921,0.9982,0.9996
  0.75,    -1,    -1,    -1,    -1,-0.9999,-0.9997,-0.9989,-0.995,-0.9785,-0.9093,-0.6563,-0.04871,0.5972,0.8909,0.9739, 0.994,0.9986
     1,    -1,    -1,    -1,    -1,    -1,-0.9999,-0.9997,-0.9985,-0.9935,-0.9717,-0.8821, -0.57,0.08976,0.6791,0.9162,0.9802,0.9954
  1.25,    -1,    -1,    -1,    -1,    -1,    -1,-0.9999,-0.9995,-0.998,-0.9914,-0.9629,-0.8472,-0.469,0.2248,0.7471,0.9359, 0.985
   1.5,    -1,    -1,    -1,    -1,    -1,    -1,    -1,-0.9999,-0.9994,-0.9974,-0.9886,-0.9513,-0.8032,-0.354,0.3518,0.8023, 0.951
  1.75,    -1,    -1,    -1,    -1,    -1,    -1,    -1,    -1,-0.9998,-0.9992,-0.9966,-0.985,-0.9362,-0.7482,-0.2272, 0.467,0.8465
     2,    -1,    -1,    -1,    -1,    -1,    -1,    -1,    -1,-0.9999,-0.9998,-0.999,-0.9955,-0.9803,-0.9166,-0.6805,-0.09224,0.5683
