RBF2
18,18
     0,    -2, -1.75,  -1.5, -1.25,    -1, -0.75,  -0.5, -0.25,     0,  0.25,   0.5,  0.75,     1,  1.25,   1.5,  1.75,     2
    -2,1.706e-284,2.326e-217,2.842e-159,3.109e-110,3.047e-070,2.676e-039,2.104e-017,0.0001482,0.9355,5.288e-006,2.678e-020,1.215e-043,4.936e-076,1.796e-117,5.857e-168,1.711e-227,4.475e-296
 -1.75,3.273e-285,5.497e-218,8.269e-160,1.114e-110,1.345e-070,1.455e-039,1.409e-017,0.0001223,0.9502,6.616e-006,4.126e-020,2.305e-043,1.154e-075,5.171e-117,2.076e-167,7.469e-227,2.407e-295
  -1.5,6.266e-286,1.296e-218,2.402e-160,3.986e-111,5.926e-071,7.892e-040,9.416e-018,0.0001006,0.9632,8.259e-006,6.344e-020,4.365e-043,2.69e-075,1.485e-116,7.346e-167,3.255e-226,1.292e-294
 -1.25,1.197e-286,3.05e-219,6.96e-161,1.423e-111,2.605e-071,4.273e-040,6.279e-018,8.264e-005,0.9743,1.029e-005,9.734e-020,8.249e-043,6.262e-075,4.258e-116,2.594e-166,1.415e-225,6.917e-294
    -1,2.282e-287,7.162e-220,2.013e-161,5.068e-112,1.143e-071,2.309e-040,4.178e-018,6.773e-005,0.9835,1.279e-005,1.491e-019,1.556e-042,1.454e-074,1.218e-115,9.138e-166,6.141e-225,3.697e-293
 -0.75,4.343e-288,1.678e-220,5.809e-162,1.801e-112,5.003e-072,1.245e-040,2.775e-018,5.539e-005,0.9907,1.587e-005,2.277e-019,2.928e-042,3.371e-074,3.477e-115,3.213e-165,2.659e-224,1.972e-292
  -0.5,8.245e-289,3.924e-221,1.673e-162,6.389e-113,2.186e-072,6.698e-041,1.839e-018,4.521e-005,0.9958,1.965e-005,3.473e-019,5.498e-042,7.797e-074,9.906e-115,1.127e-164,1.149e-223,1.049e-291
 -0.25,1.562e-289,9.157e-222,4.808e-163,2.262e-113,9.529e-073,3.596e-041,1.216e-018,3.682e-005, 0.999,2.428e-005,5.284e-019,1.03e-041,1.8e-073,2.816e-114,3.947e-164,4.955e-223,5.573e-291
     0,2.954e-290,2.132e-222,1.379e-163,7.989e-114,4.146e-073,1.927e-041,8.024e-019,2.993e-005,     1,2.993e-005,8.024e-019,1.927e-041,4.146e-073,7.989e-114,1.379e-163,2.132e-222,2.954e-290
  0.25,5.573e-291,4.955e-223,3.947e-164,2.816e-114,1.8e-073,1.03e-041,5.284e-019,2.428e-005, 0.999,3.682e-005,1.216e-018,3.596e-041,9.529e-073,2.262e-113,4.808e-163,9.157e-222,1.562e-289
   0.5,1.049e-291,1.149e-223,1.127e-164,9.906e-115,7.797e-074,5.498e-042,3.473e-019,1.965e-005,0.9958,4.521e-005,1.839e-018,6.698e-041,2.186e-072,6.389e-113,1.673e-162,3.924e-221,8.245e-289
  0.75,1.972e-292,2.659e-224,3.213e-165,3.477e-115,3.371e-074,2.928e-042,2.277e-019,1.587e-005,0.9907,5.539e-005,2.775e-018,1.245e-040,5.003e-072,1.801e-112,5.809e-162,1.678e-220,4.343e-288
     1,3.697e-293,6.141e-225,9.138e-166,1.218e-115,1.454e-074,1.556e-042,1.491e-019,1.279e-005,0.9835,6.773e-005,4.178e-018,2.309e-040,1.143e-071,5.068e-112,2.013e-161,7.162e-220,2.282e-287
  1.25,6.917e-294,1.415e-225,2.594e-166,4.258e-116,6.262e-075,8.249e-043,9.734e-020,1.029e-005,0.9743,8.264e-005,6.279e-018,4.273e-040,2.605e-071,1.423e-111,6.96e-161,3.05e-219,1.197e-286
   1.5,1.292e-294,3.255e-226,7.346e-167,1.485e-116,2.69e-075,4.365e-043,6.344e-020,8.259e-006,0.9632,0.0001006,9.416e-018,7.892e-040,5.926e-071,3.986e-111,2.402e-160,1.296e-218,6.266e-286
  1.75,2.407e-295,7.469e-227,2.076e-167,5.171e-117,1.154e-075,2.305e-043,4.126e-020,6.616e-006,0.9502,0.0001223,1.409e-017,1.455e-039,1.345e-070,1.114e-110,8.269e-160,5.497e-218,3.273e-285
     2,4.475e-296,1.711e-227,5.857e-168,1.796e-117,4.936e-076,1.215e-043,2.678e-020,5.288e-006,0.9355,0.0001482,2.104e-017,2.676e-039,3.047e-070,3.109e-110,2.842e-159,2.326e-217,1.706e-284
