control
337,4
0,0,0,0
0.05,0,0,0
0.1,0.01484,0.2536,0.004252
0.15,0.03023,0.5196,0.00866
0.2,0.04654,0.8054,0.01332
0.25,0.06465,1.127,0.01849
0.3,0.08605,1.511,0.02458
0.35,0.113,2,0.03223
0.4,0.1485,2.651,0.04228
0.45,0.1964,3.539,0.05581
0.5,0.2612,4.756,0.07404
0.55,0.3478,6.402,0.09826
0.6,0.461,8.581,0.1296
0.65,0.6039,11.38,0.1689
0.7,0.7776,14.84,0.2158
0.75,0.9792,18.94,0.2693
0.8,1.202,23.59,0.3266
0.85,1.433,28.59,0.384
0.9,1.659,33.69,0.4372
0.95,1.866,38.61,0.4824
1,2.042,43.09,0.517
1.05,2.18,46.96,0.54
1.1,2.28,50.14,0.5524
1.15,2.346,52.63,0.5559
1.2,2.382,54.51,0.5529
1.25,2.395,55.87,0.5456
1.3,2.392,56.8,0.5355
1.35,2.377,57.42,0.5239
1.4,2.355,57.78,0.5114
1.45,2.328,57.97,0.4987
1.5,2.299,58.03,0.4857
1.55,2.268,57.99,0.4727
1.6,2.236,57.88,0.4595
1.65,2.205,57.73,0.4461
1.7,2.175,57.55,0.4325
1.75,2.145,57.35,0.4185
1.8,2.117,57.14,0.4039
1.85,2.089,56.92,0.3888
1.9,2.063,56.71,0.3729
1.95,2.039,56.49,0.3561
2,2.015,56.29,0.3384
2.05,1.993,56.09,0.3195
2.1,1.973,55.9,0.2994
2.15,1.954,55.72,0.2779
2.2,1.937,55.56,0.255
2.25,1.921,55.4,0.2303
2.3,1.907,55.26,0.2039
2.35,1.895,55.13,0.1755
2.4,1.884,55.01,0.145
2.45,1.875,54.9,0.1121
2.5,1.868,54.81,0.07683
2.55,1.864,54.72,0.03886
2.6,1.862,54.65,-0.001978
2.65,1.862,54.6,-0.04588
2.7,1.865,54.55,-0.09307
2.75,1.87,54.52,-0.1437
2.8,1.879,54.49,-0.1981
2.85,1.891,54.48,-0.2564
2.9,1.907,54.48,-0.3189
2.95,1.927,54.5,-0.3857
3,1.951,54.52,-0.4571
3.05,1.979,54.56,-0.5332
3.1,2.012,54.6,-0.6142
3.15,2.051,54.66,-0.7002
3.2,2.095,54.73,-0.7914
3.25,2.145,54.81,-0.8878
3.3,2.201,54.9,-0.9895
3.35,2.263,54.99,-1.096
3.4,2.333,55.1,-1.209
3.45,2.409,55.22,-1.326
3.5,2.493,55.35,-1.448
3.55,2.585,55.49,-1.575
3.6,2.684,55.64,-1.707
3.65,2.791,55.8,-1.843
3.7,2.905,55.97,-1.983
3.75,3.028,56.14,-2.126
3.8,3.159,56.33,-2.273
3.85,3.298,56.53,-2.422
3.9,3.445,56.73,-2.574
3.95,3.599,56.94,-2.728
4,3.762,57.16,-2.883
4.05,3.932,57.39,-3.039
4.1,4.109,57.63,-3.196
4.15,4.295,57.88,-3.354
4.2,4.487,58.14,-3.511
4.25,4.686,58.4,-3.668
4.3,4.892,58.67,-3.825
4.35,5.105,58.95,-3.981
4.4,5.324,59.23,-4.137
4.45,5.55,59.52,-4.292
4.5,5.781,59.82,-4.446
4.55,6.018,60.12,-4.6
4.6,6.26,60.43,-4.754
4.65,6.508,60.74,-4.908
4.7,6.759,61.05,-5.063
4.75,7.015,61.37,-5.22
4.8,7.275,61.69,-5.378
4.85,7.538,62.01,-5.539
4.9,7.804,62.32,-5.704
4.95,8.071,62.64,-5.873
5,8.34,62.95,-6.048
5.05,8.61,63.25,-6.23
5.1,8.88,63.55,-6.419
5.15,9.149,63.85,-6.617
5.2,9.417,64.13,-6.825
5.25,9.682,64.4,-7.044
5.3,9.944,64.67,-7.275
5.35,10.2,64.92,-7.52
5.4,10.45,65.15,-7.78
5.45,10.7,65.36,-8.055
5.5,10.94,65.56,-8.347
5.55,11.14,65.61,-8.637
5.6,11.33,65.65,-8.945
5.65,11.5,65.67,-9.253
5.7,11.65,65.66,-9.557
5.75,11.78,65.61,-9.862
5.8,11.88,65.5,-10.17
5.85,11.95,65.33,-10.48
5.9,11.98,65.08,-10.81
5.95,11.97,64.74,-11.15
6,11.93,64.29,-11.5
6.05,11.83,63.72,-11.88
6.1,11.68,63,-12.28
6.15,11.47,62.12,-12.7
6.2,11.19,61.05,-13.15
6.25,10.84,59.79,-13.62
6.3,10.4,58.31,-14.11
6.35,9.859,56.62,-14.63
6.4,9.209,54.7,-15.16
6.45,8.433,52.58,-15.69
6.5,7.512,50.29,-16.22
6.55,6.429,47.89,-16.74
6.6,5.164,45.43,-17.21
6.65,3.698,43.01,-17.64
6.7,2.007,40.73,-18
6.75,0.06899,38.68,-18.27
6.8,-2.139,36.98,-18.44
6.85,-4.645,35.69,-18.47
6.9,-7.479,34.86,-18.34
6.95,-10.68,34.49,-18
7,-14.3,34.58,-17.42
7.05,-18.38,35.06,-16.56
7.1,-23,35.87,-15.35
7.15,-28.2,36.92,-13.76
7.2,-34.03,38.11,-11.74
7.25,-40.5,39.37,-9.265
7.3,-47.56,40.6,-6.33
7.35,-55,41.73,-3.017
7.4,-62.44,42.69,0.4866
7.45,-69.27,43.43,3.838
7.5,-74.62,43.94,6.542
7.55,-77.5,44.23,8.022
7.6,-76.94,44.36,7.767
7.65,-72.14,44.4,5.46
7.7,-62.23,44.42,0.8869
7.75,-44.96,44.45,-6.695
7.8,-10.95,44.1,-20.6
7.85,85.57,40.76,-51.47
7.9,508.9,17.58,-86.18
7.95,-3.373,41.18,6.675
8,39.34,42.37,91.54
8.05,26.89,45.73,80.86
8.1,12.47,48.99,33.43
8.15,5.339,50.95,-10.6
8.2,4.705,51.39,-32.92
8.25,6.73,50.79,-32.91
8.3,8.227,49.84,-21.68
8.35,8.019,49.2,-10.86
8.4,6.725,48.84,-5.687
8.45,5.1,48.67,-5.78
8.5,3.681,48.6,-8.166
8.55,2.675,48.55,-10.18
8.6,1.965,48.5,-10.74
8.65,1.335,48.47,-10.09
8.7,0.6372,48.45,-8.985
