control
216,4
0,3.87,51.97,0.869
0.05,3.905,51.91,0.8356
0.1,3.921,51.84,0.821
0.15,3.95,51.78,0.8063
0.2,3.991,51.71,0.7915
0.25,4.045,51.64,0.7766
0.3,4.11,51.56,0.7617
0.35,4.185,51.48,0.7469
0.4,4.271,51.4,0.7322
0.45,4.365,51.32,0.7175
0.5,4.468,51.23,0.7027
0.55,4.578,51.15,0.6877
0.6,4.694,51.06,0.6723
0.65,4.815,50.97,0.6562
0.7,4.938,50.89,0.639
0.75,5.064,50.8,0.6204
0.8,5.188,50.72,0.5996
0.85,5.311,50.64,0.5761
0.9,5.428,50.57,0.5489
0.95,5.539,50.5,0.5169
1,5.64,50.44,0.479
1.05,5.73,50.38,0.4335
1.1,5.805,50.34,0.3786
1.15,5.863,50.31,0.3121
1.2,5.902,50.28,0.2316
1.25,5.921,50.28,0.1341
1.3,5.918,50.28,0.01623
1.35,5.893,50.3,-0.1258
1.4,5.846,50.33,-0.2962
1.45,5.779,50.38,-0.4995
1.5,5.697,50.44,-0.7404
1.55,5.602,50.51,-1.024
1.6,5.503,50.6,-1.354
1.65,5.408,50.69,-1.734
1.7,5.325,50.79,-2.168
1.75,5.266,50.89,-2.657
1.8,5.24,50.99,-3.199
1.85,5.26,51.09,-3.791
1.9,5.333,51.17,-4.429
1.95,5.465,51.24,-5.102
2,5.662,51.29,-5.802
2.05,5.922,51.31,-6.515
2.1,6.242,51.3,-7.229
2.15,6.615,51.26,-7.93
2.2,7.03,51.18,-8.607
2.25,7.477,51.06,-9.251
2.3,7.939,50.9,-9.854
2.35,8.404,50.7,-10.41
2.4,8.856,50.46,-10.93
2.45,9.281,50.19,-11.4
2.5,9.667,49.9,-11.83
2.55,10,49.58,-12.23
2.6,10.28,49.25,-12.61
2.65,10.48,48.92,-12.97
2.7,10.62,48.59,-13.31
2.75,10.67,48.28,-13.65
2.8,10.64,47.98,-13.99
2.85,10.53,47.72,-14.33
2.9,10.33,47.48,-14.66
2.95,10.04,47.28,-14.98
3,9.661,47.12,-15.28
3.05,9.191,46.99,-15.57
3.1,8.627,46.9,-15.84
3.15,7.97,46.84,-16.07
3.2,7.217,46.81,-16.27
3.25,6.369,46.81,-16.43
3.3,5.426,46.83,-16.54
3.35,4.391,46.85,-16.6
3.4,3.265,46.89,-16.61
3.45,2.055,46.93,-16.55
3.5,0.7667,46.98,-16.43
3.55,-0.5921,47.01,-16.25
3.6,-2.011,47.05,-15.99
3.65,-3.477,47.07,-15.66
3.7,-4.976,47.08,-15.25
3.75,-6.493,47.09,-14.77
3.8,-8.007,47.08,-14.2
3.85,-9.501,47.07,-13.56
3.9,-10.95,47.06,-12.84
3.95,-12.34,47.04,-12.05
4,-13.64,47.02,-11.2
4.05,-14.83,47,-10.29
4.1,-15.9,46.98,-9.343
4.15,-16.82,46.98,-8.361
4.2,-17.58,46.98,-7.363
4.25,-18.18,46.99,-6.364
4.3,-18.6,47.02,-5.382
4.35,-18.86,47.06,-4.434
4.4,-18.96,47.1,-3.536
4.45,-18.92,47.16,-2.702
4.5,-18.76,47.22,-1.945
4.55,-18.51,47.28,-1.277
4.6,-18.2,47.33,-0.7047
4.65,-17.87,47.35,-0.2352
4.7,-17.53,47.34,0.1262
4.75,-17.22,47.28,0.3736
4.8,-16.94,47.13,0.4989
4.85,-16.72,46.89,0.4884
4.9,-16.53,46.51,0.3175
4.95,-16.35,45.94,-0.06181
5,-16.12,45.1,-0.7586
5.05,-28.54,47.07,-7.576
5.1,-26.84,46.76,-6.098
5.15,-24.49,45.98,-2.78
5.2,-22.51,45.41,-0.4743
5.25,-20.89,45.17,0.06425
5.3,-19.46,45.15,-0.5699
5.35,-18.14,45.25,-1.509
5.4,-16.89,45.4,-2.237
5.45,-15.7,45.55,-2.664
5.5,-14.59,45.7,-2.933
5.55,-13.55,45.86,-3.199
5.6,-12.59,46.01,-3.538
5.65,-11.69,46.15,-3.95
5.7,-10.84,46.3,-4.398
5.75,-10.05,46.43,-4.851
5.8,-9.292,46.56,-5.296
5.85,-8.575,46.68,-5.728
5.9,-7.895,46.79,-6.152
5.95,-7.247,46.9,-6.569
6,-6.63,47,-6.98
6.05,-6.039,47.1,-7.381
6.1,-5.474,47.2,-7.772
6.15,-4.932,47.29,-8.15
6.2,-4.41,47.38,-8.514
6.25,-3.909,47.47,-8.863
6.3,-3.425,47.55,-9.196
6.35,-2.958,47.63,-9.513
6.4,-2.507,47.71,-9.813
6.45,-2.07,47.78,-10.09
6.5,-1.647,47.85,-10.36
6.55,-1.236,47.92,-10.6
6.6,-0.8378,47.99,-10.83
6.65,-0.4509,48.06,-11.03
6.7,-0.07478,48.12,-11.22
6.75,0.2909,48.18,-11.38
6.8,0.6465,48.24,-11.53
6.85,0.9924,48.3,-11.65
6.9,1.329,48.35,-11.76
6.95,1.656,48.41,-11.84
7,1.974,48.46,-11.9
7.05,2.284,48.51,-11.94
7.1,2.584,48.56,-11.96
7.15,2.875,48.61,-11.96
7.2,3.158,48.65,-11.94
7.25,3.431,48.7,-11.89
7.3,3.696,48.74,-11.83
7.35,3.951,48.78,-11.75
7.4,4.196,48.82,-11.64
7.45,4.432,48.86,-11.52
7.5,4.658,48.9,-11.38
7.55,4.874,48.94,-11.21
7.6,5.079,48.97,-11.03
7.65,5.273,49.01,-10.83
7.7,5.456,49.04,-10.61
7.75,5.627,49.07,-10.38
7.8,5.786,49.1,-10.12
7.85,5.932,49.13,-9.853
7.9,6.065,49.16,-9.568
7.95,6.184,49.19,-9.268
8,6.289,49.22,-8.953
8.05,6.379,49.25,-8.624
8.1,6.453,49.28,-8.282
8.15,6.512,49.31,-7.928
8.2,6.554,49.34,-7.563
8.25,6.58,49.36,-7.188
8.3,6.588,49.39,-6.803
8.35,6.578,49.42,-6.41
8.4,6.55,49.45,-6.01
8.45,6.503,49.48,-5.604
8.5,6.438,49.52,-5.192
8.55,6.355,49.55,-4.777
8.6,6.253,49.59,-4.359
8.65,6.133,49.62,-3.94
8.7,5.996,49.67,-3.521
8.75,5.843,49.71,-3.103
8.8,5.675,49.76,-2.687
8.85,5.493,49.81,-2.275
8.9,5.298,49.86,-1.868
8.95,5.094,49.93,-1.467
9,4.881,49.99,-1.074
