WM
9,5
1.518,2.381,0.9765,0.6937,1.277
0.524,-0.3369,-0.1546,0.04242,0.02488
0.3171,0.4677,0.2221,0.09519,0.3143
0.7995,-0.453,-0.2073,0.03258,-0.03232
2.999,0.2253,-0.2194,0.4825,0.4535
0.7318,-0.1889,-0.04157,-0.2037,-0.05569
0.273,0.1042,0.06629,-0.03165,0.07808
0.5083,-0.382,-0.1239,-0.2579,-0.16
1.747,0.7533,0.2496,0.3397,0.4734
