result
270,7
0,0,0,0,0,0,0
0.05,0.0008289,0.0005422,0.000262,0.03315,0.02169,0.01048
0.1,0.003323,0.002155,0.00104,0.0666,0.04283,0.02063
0.15,0.00749,0.004814,0.002322,0.1001,0.06352,0.03067
0.2,0.01333,0.008495,0.004104,0.1337,0.08371,0.04061
0.25,0.02086,0.01317,0.006381,0.1674,0.1034,0.05046
0.3,0.03008,0.01882,0.009149,0.2013,0.1225,0.06023
0.35,0.041,0.02541,0.0124,0.2356,0.141,0.06992
0.4,0.05364,0.0329,0.01614,0.2701,0.1589,0.07956
0.45,0.06802,0.04128,0.02036,0.3051,0.1762,0.08915
0.5,0.08416,0.0505,0.02505,0.3404,0.1928,0.0987
0.55,0.1021,0.06054,0.03023,0.3762,0.2087,0.1082
0.6,0.1218,0.07135,0.03588,0.4125,0.2239,0.1178
0.65,0.1433,0.08291,0.042,0.4493,0.2384,0.1274
0.7,0.1667,0.09518,0.04861,0.4866,0.2522,0.137
0.75,0.192,0.1081,0.0557,0.5245,0.2653,0.1467
0.8,0.2192,0.1217,0.06328,0.5628,0.2777,0.1565
0.85,0.2483,0.1359,0.07135,0.6017,0.2894,0.1664
0.9,0.2794,0.1506,0.07992,0.641,0.3004,0.1765
0.95,0.3124,0.1659,0.089,0.6808,0.3107,0.1868
1,0.3475,0.1817,0.09861,0.721,0.3204,0.1974
1.05,0.3845,0.1979,0.1087,0.7615,0.3294,0.2083
1.1,0.4236,0.2146,0.1194,0.8023,0.3378,0.2196
1.15,0.4648,0.2317,0.1307,0.8432,0.3457,0.2312
1.2,0.508,0.2492,0.1426,0.8841,0.3531,0.2433
1.25,0.5532,0.267,0.155,0.925,0.36,0.256
1.3,0.6005,0.2852,0.1682,0.9656,0.3666,0.2693
1.35,0.6497,0.3036,0.182,1.006,0.3728,0.2832
1.4,0.701,0.3224,0.1965,1.045,0.3787,0.2978
1.45,0.7543,0.3415,0.2118,1.084,0.3844,0.3133
1.5,0.8095,0.3609,0.2278,1.122,0.39,0.3296
1.55,0.8665,0.3805,0.2447,1.159,0.3955,0.3467
1.6,0.9253,0.4004,0.2625,1.194,0.4011,0.3648
1.65,0.9859,0.4206,0.2812,1.227,0.4068,0.3838
1.7,1.048,0.4411,0.3009,1.259,0.4127,0.4038
1.75,1.112,0.4619,0.3216,1.288,0.4189,0.4247
1.8,1.177,0.483,0.3434,1.315,0.4255,0.4464
1.85,1.243,0.5044,0.3662,1.339,0.4325,0.4689
