 ASCII output data for Electronics Workbench circuit lpf2.ewb
        Time           V1           V2           V3           V4
      0.9845      6.52079      6.53477      6.11839      5.92586
       0.985      6.47553      6.52357      6.12357      5.93068
      0.9855      6.45383       6.5125      6.12835       5.9355
       0.986      6.42841      6.50146      6.13275      5.94031
      0.9865      6.40362      6.49044       6.1368      5.94511
       0.987      6.38873      6.47969      6.14052      5.94987
      0.9875      6.38192      6.46937      6.14392       5.9546
       0.988      6.36704      6.45926      6.14703       5.9593
      0.9885       6.3689      6.44974      6.14988      5.96395
       0.989      6.37014      6.44077      6.15249      5.96854
      0.9895      6.36146      6.43207      6.15487      5.97309
        0.99      6.36394       6.4239      6.15706      5.97758
      0.9905      6.36456      6.41618      6.15906        5.982
       0.991      6.36084      6.40879      6.16089      5.98637
      0.9915      6.35216      6.40158      6.16257      5.99066
       0.992       6.3379      6.39441       6.1641      5.99489
      0.9925      6.33294      6.38749      6.16549      5.99905
       0.993      6.30566      6.38029      6.16674      6.00314
      0.9935      6.27776      6.37279      6.16784      6.00716
       0.994      6.24862      6.36497       6.1688       6.0111
      0.9945      6.20771      6.35658      6.16961      6.01497
       0.995      6.16307      6.34753      6.17026      6.01876
      0.9955      6.11471      6.33778      6.17073      6.02246
       0.996      6.05272      6.32702        6.171      6.02609
      0.9965      5.99754      6.31547      6.17108      6.02962
       0.997       5.9281       6.3028      6.17093      6.03307
      0.9975       5.8785      6.28955      6.17055      6.03642
       0.998      5.82023      6.27553      6.16993      6.03968
      0.9985      5.75513       6.2606      6.16907      6.04283
       0.999       5.7012      6.24508      6.16794      6.04589
      0.9995       5.6423      6.22885      6.16656      6.04883
           1      5.57968      6.21188       6.1649      6.05166
      1.0005      5.54372       6.1948      6.16298      6.05437
       1.001      5.49661      6.17737       6.1608      6.05697
      1.0015      5.45631      6.15975      6.15836      6.05944
       1.002      5.42717      6.14221      6.15568      6.06179
      1.0025      5.39927      6.12477      6.15276      6.06401
       1.003      5.37199      6.10744      6.14962       6.0661
      1.0035      5.36145       6.0906      6.14627      6.06805
       1.004      5.35401      6.07431      6.14274      6.06987
      1.0045      5.35959      6.05883      6.13904      6.07156
       1.005      5.36517      6.04413      6.13521      6.07311
      1.0055      5.37261      6.03022      6.13127      6.07453
       1.006      5.39865      6.01749      6.12724      6.07582
      1.0065      5.42531      6.00591      6.12315      6.07697
       1.007      5.46127      5.99563      6.11904        6.078
      1.0075      5.51149      5.98695      6.11494       6.0789
       1.008      5.55922      5.97971      6.11088      6.07968
      1.0085      5.61688       5.9741       6.1069      6.08034
       1.009      5.67702       5.9701      6.10302       6.0809
      1.0095      5.74893      5.96791      6.09929      6.08134
        1.01      5.82829      5.96763      6.09574      6.08169
      1.0105       5.9002      5.96899      6.09239      6.08196
       1.011      5.98266      5.97218      6.08928      6.08213
      1.0115      6.06263      5.97706      6.08644      6.08224
       1.012      6.14261      5.98354      6.08389      6.08228
      1.0125      6.22011      5.99151      6.08166      6.08226
       1.013      6.30008      6.00096      6.07975       6.0822
      1.0135       6.3782      6.01178      6.07818       6.0821
       1.014      6.45259      6.02383      6.07698      6.08198
      1.0145      6.51955      6.03688      6.07614      6.08184
       1.015       6.5834      6.05081      6.07567      6.08169
      1.0155       6.6485      6.06563      6.07557      6.08154
       1.016      6.69872      6.08095      6.07584       6.0814
      1.0165      6.75514      6.09689      6.07647      6.08128
       1.017      6.82829      6.11385      6.07747      6.08119
      1.0175      6.86797      6.13097      6.07883      6.08113
       1.018      6.89959      6.14807      6.08053      6.08111
      1.0185      6.92811      6.16508      6.08256      6.08115
       1.019        6.956        6.182       6.0849      6.08124
      1.0195      6.97646      6.19867      6.08752      6.08139
        1.02      6.99506      6.21505      6.09042      6.08161
      1.0205      7.00374      6.23094      6.09356       6.0819
       1.021      7.01862       6.2465      6.09693      6.08227
      1.0215      7.02854      6.26165      6.10052      6.08272
       1.022      7.03474      6.27631      6.10429      6.08324
      1.0225      7.03784      6.29044      6.10824      6.08385
       1.023      7.03722      6.30398      6.11233      6.08455
      1.0235      7.01118      6.31635      6.11655      6.08533
       1.024      7.00932       6.3282      6.12086      6.08619
      1.0245      7.01242      6.33966      6.12527      6.08715
       1.025      7.02048      6.35087      6.12976      6.08819
      1.0255      7.02358      6.36173      6.13432      6.08931
       1.026      7.02358      6.37218      6.13894      6.09052
      1.0265      7.02358      6.38225      6.14361      6.09182
       1.027       7.0397      6.39233      6.14833      6.09319
      1.0275      7.03598      6.40196      6.15309      6.09466
       1.028      7.02482      6.41098      6.15788       6.0962
      1.0285      7.01924      6.41955      6.16268      6.09782
       1.029      7.01428      6.42771      6.16748      6.09952
      1.0295      7.00436      6.43536      6.17229      6.10129
        1.03       7.0087      6.44286      6.17708      6.10314
      1.0305      7.00188      6.44996      6.18186      6.10506
       1.031       6.9932      6.45662      6.18663      6.10705
      1.0315      6.98638      6.46292      6.19136      6.10911
       1.032      6.97026      6.46864      6.19605      6.11123
      1.0325      6.95042      6.47373       6.2007      6.11341
       1.033      6.92873      6.47818      6.20528      6.11565
      1.0335      6.90827      6.48203      6.20979      6.11795
       1.034      6.88409      6.48522      6.21421      6.12029
      1.0345      6.85991      6.48779      6.21855      6.12269
       1.035      6.82767      6.48958      6.22278      6.12513
      1.0355      6.79481      6.49059      6.22689      6.12761
       1.036      6.75141      6.49062      6.23086      6.13013
      1.0365      6.71112      6.48977      6.23469      6.13268
       1.037      6.66772      6.48802      6.23835      6.13526
      1.0375      6.65408      6.48611      6.24186      6.13786
       1.038       6.6175      6.48351       6.2452      6.14048
      1.0385      6.55985      6.47973      6.24835      6.14311
       1.039      6.51521      6.47513      6.25131      6.14575
      1.0395      6.46251      6.46957      6.25406      6.14839
        1.04      6.40919      6.46306      6.25658      6.15103
      1.0405       6.3596      6.45573      6.25887      6.15366
       1.041      6.31496      6.44774      6.26092      6.15627
      1.0415       6.2604      6.43888      6.26273      6.15887
       1.042      6.20833      6.42923      6.26428      6.16144
      1.0425      6.13765      6.41839      6.26557      6.16398
       1.043      6.00932      6.40504      6.26653      6.16648
      1.0435      5.95538      6.39105      6.26717      6.16894
       1.044      5.89772      6.37636      6.26749      6.17134
      1.0445      5.82953      6.36075      6.26747      6.17369
       1.045      5.75327      6.34405      6.26712      6.17596
      1.0455      5.68508      6.32652      6.26641      6.17817
       1.046      5.60944      6.30799      6.26535       6.1803
      1.0465      5.53628      6.28856      6.26393      6.18234
       1.047      5.49599      6.26906      6.26216      6.18428
      1.0475      5.43275      6.24894      6.26003      6.18613
       1.048      5.37571      6.22835      6.25756      6.18787
      1.0485      5.33294      6.20766      6.25475       6.1895
       1.049       5.3038      6.18719      6.25162      6.19102
      1.0495       5.2728      6.16687       6.2482      6.19241
        1.05      5.26536      6.14725      6.24449      6.19368
      1.0505      5.27962      6.12881      6.24056      6.19483
       1.051      5.28644      6.11132      6.23642      6.19584
      1.0515      5.29822      6.09484       6.2321      6.19673
       1.052      5.33046       6.0798      6.22765      6.19748
      1.0525      5.36765      6.06625       6.2231       6.1981
       1.053      5.41415      6.05435       6.2185       6.1986
      1.0535      5.47739      6.04441      6.21389      6.19897
       1.054      5.55302      6.03664      6.20932      6.19923
      1.0545      5.64044      6.03121      6.20484      6.19936
       1.055      5.73157      6.02811      6.20051      6.19939
      1.0555      5.81961      6.02715      6.19635      6.19932
       1.056      5.92066      6.02855      6.19242      6.19915
      1.0565       6.0273      6.03233      6.18876       6.1989
       1.057      6.13269      6.03837      6.18542      6.19857
      1.0575       6.2325      6.04642      6.18241      6.19817
       1.058       6.3379      6.05654      6.17978      6.19772
      1.0585      6.47181       6.0693      6.17756      6.19723
       1.059      6.55179      6.08333      6.17578      6.19671
      1.0595      6.63486      6.09863      6.17442      6.19617
        1.06      6.70926      6.11495      6.17351      6.19561
      1.0605      6.77063      6.13194      6.17304      6.19506
       1.061      6.81217      6.14912      6.17298      6.19452
      1.0615      6.85123      6.16641      6.17332      6.19401
       1.062      6.87355      6.18343      6.17404      6.19352
      1.0625      6.88409      6.19991      6.17511      6.19307
       1.063      6.88285      6.21562      6.17649      6.19267
      1.0635      6.83945      6.22958      6.17814      6.19231
       1.064      6.79977      6.24197      6.17999      6.19201
      1.0645      6.77187      6.25316      6.18201      6.19177
       1.065      6.74212      6.26316      6.18417      6.19158
      1.0655      6.70244      6.27179      6.18643      6.19146
       1.066       6.6578        6.279      6.18875      6.19139
      1.0665      6.60944      6.28478       6.1911      6.19138
       1.067      6.56481      6.28927      6.19344      6.19143
      1.0675      6.52699      6.29271      6.19576      6.19154
       1.068      6.50405      6.29548      6.19804       6.1917
      1.0685      6.45941      6.29712      6.20025      6.19191
       1.069      6.41911      6.29777      6.20238      6.19216
      1.0695      6.39245       6.2978      6.20442      6.19246
        1.07      6.37076      6.29736      6.20635       6.1928
      1.0705      6.36146      6.29676      6.20819      6.19317
       1.071      6.36704      6.29637      6.20994      6.19358
      1.0715      6.39245      6.29664      6.21163      6.19402
       1.072      6.42221      6.29764      6.21327      6.19449
      1.0725      6.46623      6.29969      6.21489      6.19499
       1.073      6.51707      6.30288      6.21652      6.19552
      1.0735      6.57101      6.30725       6.2182      6.19607
       1.074      6.64292      6.31316      6.21995      6.19665
      1.0745      6.72166      6.32071       6.2218      6.19726
       1.075      6.80473      6.32993      6.22381      6.19791
      1.0755      6.88099      6.34058      6.22599       6.1986
       1.076      6.96344      6.35274      6.22837      6.19932
      1.0765      7.03908      6.36618      6.23098      6.20009
       1.077      7.11657      6.38089      6.23383      6.20092
      1.0775      7.18601      6.39664      6.23695       6.2018
       1.078      7.25049      6.41324      6.24033      6.20274
      1.0785         7.31      6.43057      6.24399      6.20374
       1.079      7.37882      6.44879      6.24793      6.20482
      1.0795      7.41788      6.46719      6.25215      6.20597
        1.08      7.43152      6.48513      6.25663      6.20721
      1.0805      7.43276      6.50237      6.26134      6.20853
       1.081      7.40982      6.51835      6.26623      6.20994
      1.0815      7.38006      6.53298      6.27128      6.21143
       1.082      7.33542      6.54598      6.27643      6.21302
      1.0825      7.26785      6.55687      6.28164      6.21469
       1.083      7.18911       6.5655      6.28685      6.21645
      1.0835      7.10046      6.57172        6.292      6.21829
       1.084      6.99382      6.57523      6.29703      6.22021
      1.0845      6.82085      6.57457      6.30186      6.22221
       1.085      6.70988      6.57141      6.30643      6.22426
      1.0855      6.58836      6.56561      6.31069      6.22637
       1.086      6.46933      6.55734      6.31461      6.22852
      1.0865      6.33542      6.54636      6.31813      6.23071
       1.087      6.20337      6.53283      6.32121      6.23291
      1.0875      6.07317      6.51691      6.32382      6.23513
       1.088      5.93492      6.49851      6.32592      6.23734
      1.0885      5.82395      6.47837      6.32749      6.23954
       1.089      5.70987      6.45651      6.32852      6.24171
      1.0895      5.59208      6.43289      6.32899      6.24384
        1.09      5.48049      6.40774      6.32889      6.24592
      1.0905      5.38253      6.38143      6.32821      6.24792
       1.091      5.29574      6.35429      6.32697      6.24985
      1.0915       5.2294      6.32681      6.32517      6.25169
       1.092      5.18228      6.29947      6.32285      6.25342
      1.0925      5.15563      6.27272      6.32004      6.25505
       1.093      5.14695      6.24697      6.31679      6.25655
      1.0935      5.15625      6.22257      6.31315      6.25793
       1.094      5.18042      6.19982      6.30916      6.25918
      1.0945      5.22072      6.17901       6.3049       6.2603
       1.095      5.26908      6.16024      6.30042      6.26128
      1.0955      5.33356      6.14378      6.29578      6.26212
       1.096      5.41415      6.12991      6.29104      6.26282
      1.0965      5.50281      6.11871      6.28628       6.2634
       1.097      5.59456       6.1101      6.28155      6.26384
      1.0975      5.69623      6.10422      6.27692      6.26416
       1.098      5.80411      6.10108      6.27243      6.26436
      1.0985      5.91384       6.1006      6.26815      6.26445
       1.099      6.02792      6.10276      6.26412      6.26444
      1.0995      6.14013      6.10741       6.2604      6.26435
         1.1      6.28768      6.11526      6.25703      6.26417
      1.1005      6.39618      6.12525      6.25406      6.26392
       1.101      6.49537      6.13707       6.2515      6.26362
      1.1015      6.58898      6.15051      6.24938      6.26327
       1.102      6.67268      6.16525      6.24769      6.26289
      1.1025      6.74894      6.18108      6.24646      6.26249
       1.103      6.81403      6.19769      6.24567      6.26208
      1.1035      6.87293       6.2149      6.24532      6.26167
       1.104      6.90703      6.23211      6.24538      6.26127
      1.1045      6.93678      6.24921      6.24584       6.2609
       1.105      6.91509      6.26501      6.24665      6.26055
      1.1055      6.87975      6.27923      6.24775      6.26024
       1.106      6.87045      6.29259      6.24911      6.25997
      1.1065      6.84503      6.30475      6.25069      6.25974
       1.107      6.79977      6.31529      6.25244      6.25956
      1.1075      6.73158      6.32375       6.2543      6.25943
       1.108      6.65532      6.33003      6.25622      6.25935
      1.1085      6.57163      6.33407      6.25815      6.25932
       1.109      6.47181      6.33559      6.26002      6.25934
      1.1095      6.37758      6.33483      6.26179       6.2594
        1.11      6.27218      6.33164       6.2634       6.2595
      1.1105      6.16617      6.32611       6.2648      6.25963
       1.111      6.05086      6.31812      6.26595      6.25978
      1.1115      5.93926      6.30788      6.26681      6.25995
       1.112      5.84999      6.29601      6.26734      6.26013
      1.1125      5.77683      6.28297      6.26755      6.26031
       1.113      5.71607      6.26911      6.26742      6.26049
      1.1135      5.69128       6.2553      6.26697      6.26065
       1.114       5.6888      6.24207      6.26623      6.26078
      1.1145      5.69933       6.2297      6.26523      6.26089
       1.115      5.72847      6.21858      6.26402      6.26097
      1.1155      5.78303      6.20926      6.26264      6.26101
       1.116      5.85495      6.20206      6.26116      6.26101
      1.1165      5.93244      6.19701      6.25963      6.26098
       1.117      6.02668      6.19441      6.25811      6.26091
      1.1175      6.13827      6.19455      6.25666       6.2608
       1.118       6.2573       6.1975      6.25534      6.26067
      1.1185      6.37572      6.20309      6.25422      6.26051
       1.119      6.50591       6.2115      6.25335      6.26034
      1.1195      6.63672       6.2226      6.25278      6.26015
        1.12      6.77373      6.23644      6.25256      6.25997
      1.1205      6.93678       6.2535      6.25276      6.25979
       1.121      7.08992      6.27342      6.25341      6.25964
      1.1215      7.23437      6.29585      6.25457      6.25951
       1.122      7.36084      6.32026      6.25625      6.25943
      1.1225      7.48049      6.34641      6.25847      6.25941
       1.123      7.58651      6.37391      6.26124      6.25945
      1.1235      7.67826      6.40236      6.26456      6.25958
       1.124      7.74894      6.43124      6.26842      6.25979
      1.1245      7.79978      6.46005      6.27278      6.26011
       1.125      7.83387      6.48841      6.27762      6.26054
      1.1255      7.83077      6.51548      6.28289      6.26108
       1.126      7.74832      6.53943       6.2885      6.26175
      1.1265      7.69996      6.56123      6.29437      6.26255
       1.127      7.63548       6.5806      6.30045      6.26347
      1.1275      7.54373      6.59701      6.30666      6.26453
       1.128      7.42656      6.60999      6.31291      6.26571
      1.1285       7.2976      6.61944      6.31911      6.26701
       1.129      7.15873      6.62527      6.32519      6.26843
      1.1295      6.99568      6.62709      6.33107      6.26995
        1.13      6.84999      6.62548      6.33666      6.27158
      1.1305      6.68074      6.62004       6.3419       6.2733
       1.131      6.50529       6.6108      6.34671      6.27509
      1.1315      6.33046      6.59794      6.35103      6.27694
       1.132      6.16183      6.58177      6.35481      6.27884
      1.1325       6.0025      6.56265      6.35799      6.28077
       1.133      5.85185      6.54091      6.36055      6.28271
      1.1335      5.70801      6.51683      6.36247      6.28466
       1.134      5.58774      6.49107      6.36372      6.28659
      1.1345      5.48607      6.46412      6.36432      6.28848
       1.135      5.40051      6.43642      6.36428      6.29033
      1.1355      5.33728      6.40852      6.36361      6.29212
       1.136      5.30442      6.38113      6.36237      6.29383
      1.1365      5.29078      6.35468      6.36059      6.29546
       1.137      5.30132      6.32969      6.35834      6.29699
      1.1375      5.32612      6.30641      6.35568      6.29843
       1.138      5.37199      6.28526      6.35267      6.29975
      1.1385      5.44019      6.26667      6.34939      6.30096
       1.139      5.52203      6.25083      6.34592      6.30206
      1.1395      5.62494       6.2381      6.34233      6.30304
        1.14      5.74273       6.2287      6.33871      6.30391
      1.1405      5.87106      6.22272      6.33514      6.30467
       1.141      5.99754      6.21996      6.33169      6.30533
      1.1415      6.16307      6.22118      6.32844      6.30589
       1.142      6.30256       6.2256      6.32547      6.30637
      1.1425      6.43585      6.23293      6.32282      6.30677
       1.143      6.56109      6.24282      6.32054      6.30711
      1.1435      6.68198      6.25509      6.31867      6.30739
       1.144      6.79791      6.26949      6.31723      6.30763
      1.1445      6.88781      6.28533      6.31625      6.30784
       1.145      6.95786      6.30206      6.31572      6.30803
      1.1455      7.01738      6.31942      6.31563      6.30822
       1.146      7.05892      6.33694      6.31596      6.30841
      1.1465       7.0273       6.3529      6.31667      6.30861
       1.147      7.00436      6.36757      6.31769      6.30883
      1.1475       6.9901      6.38123        6.319      6.30908
       1.148      6.95414      6.39343      6.32054      6.30936
      1.1485      6.88161      6.40336      6.32225      6.30967
       1.149      6.79047      6.41069      6.32407      6.31002
      1.1495      6.68694      6.41525      6.32591      6.31041
        1.15      6.56977      6.41684      6.32772      6.31083
      1.1505      6.43895      6.41529      6.32941      6.31128
       1.151      6.31124       6.4108      6.33093      6.31176
      1.1515      6.15749       6.4029       6.3322      6.31226
       1.152      5.99506      6.39153      6.33315      6.31277
      1.1525      5.82457      6.37665      6.33371      6.31328
       1.153      5.65532      6.35846      6.33383      6.31378
      1.1535      5.49413      6.33728      6.33344      6.31426
       1.154      5.34286      6.31349      6.33252      6.31471
      1.1545      5.20026       6.2874      6.33103      6.31511
       1.155      5.08123      6.25967      6.32896      6.31544
      1.1555      4.98018       6.2308      6.32631      6.31571
       1.156      4.91012      6.20155      6.32309      6.31589
      1.1565      4.86052      6.17242      6.31933      6.31597
       1.157      4.84316      6.14417      6.31508      6.31595
      1.1575      4.85804      6.11751       6.3104      6.31582
       1.158        4.894      6.09285      6.30534      6.31556
      1.1585      4.95414      6.07067      6.29999      6.31518
       1.159      5.04279      6.05152      6.29442      6.31467
      1.1595      5.15005      6.03571      6.28873      6.31404
        1.16      5.27962      6.02359        6.283      6.31328
      1.1605      5.42655      6.01542      6.27733      6.31241
       1.161      5.59332      6.01147      6.27181      6.31142
      1.1615      5.77249      6.01186      6.26654      6.31032
       1.162      5.98638       6.0172      6.26161      6.30913
      1.1625      6.19283      6.02709      6.25713      6.30786
       1.163      6.40114      6.04138      6.25317      6.30653
      1.1635      6.61626      6.06003      6.24981      6.30515
       1.164      6.82271      6.08264      6.24711      6.30373
      1.1645      7.02358      6.10891      6.24514       6.3023
       1.165      7.21763      6.13853      6.24393      6.30088
      1.1655       7.3968      6.17099      6.24351      6.29948
       1.166      7.55303      6.20563      6.24391      6.29812
      1.1665      7.69376        6.242      6.24512      6.29683
       1.167      7.80722      6.27939      6.24714      6.29562
      1.1675      7.84007      6.31585      6.24991       6.2945
       1.168      7.90517       6.3522      6.25338       6.2935
      1.1685      7.94485      6.38787      6.25752      6.29262
       1.169      7.95477      6.42218      6.26225      6.29188
      1.1695      7.93617      6.45455      6.26752      6.29129
        1.17      7.89153      6.48444      6.27324      6.29085
      1.1705      7.82395      6.51145      6.27933      6.29057
       1.171      7.73096      6.53511      6.28568      6.29045
      1.1715      7.64044      6.55565      6.29223      6.29049
       1.172      7.50219      6.57207      6.29885       6.2907
      1.1725      7.34224      6.58406      6.30546      6.29106
       1.173      7.16803      6.59148      6.31194      6.29156
      1.1735      6.98824      6.59442      6.31819      6.29221
       1.174      6.79977      6.59288      6.32413      6.29299
      1.1745      6.61192      6.58706      6.32967      6.29389
       1.175      6.43213      6.57737      6.33474      6.29488
      1.1755      6.25916      6.56412      6.33928      6.29597
       1.176      6.09611      6.54772      6.34324      6.29712
      1.1765      5.95042      6.52871      6.34659      6.29833
       1.177      5.83325      6.50788      6.34931      6.29957
      1.1775      5.74459      6.48598      6.35141      6.30083
       1.178      5.67516      6.46351       6.3529       6.3021
      1.1785      5.63424      6.44115      6.35382      6.30336
       1.179       5.6237      6.41962      6.35422       6.3046
      1.1795      5.63796      6.39945      6.35414      6.30581
        1.18      5.66958      6.38098      6.35366      6.30698
      1.1805      5.72227      6.36463      6.35283       6.3081
       1.181      5.78923      6.35062      6.35174      6.30916
      1.1815      5.87603      6.33932      6.35046      6.31017
       1.182      5.97894      6.33097      6.34906      6.31112
      1.1825      6.08929      6.32561      6.34761      6.31201
       1.183       6.2418       6.3241      6.34623      6.31284
      1.1835      6.37386      6.32579      6.34496      6.31363
       1.184      6.50343      6.33045      6.34389      6.31436
      1.1845      6.63548      6.33801      6.34306      6.31506
       1.185      6.77063      6.34842      6.34254      6.31573
      1.1855      6.90331      6.36149      6.34237      6.31638
       1.186      7.02916      6.37693      6.34259      6.31702
      1.1865      7.13641      6.39421      6.34322      6.31766
       1.187      7.23065      6.41294      6.34429      6.31831
      1.1875         7.31       6.4327      6.34579      6.31898
       1.188      7.33542      6.45217       6.3477      6.31968
      1.1885      7.33976      6.47087      6.34999      6.32042
       1.189      7.35712      6.48915      6.35261      6.32121
      1.1895      7.34472      6.50634      6.35555      6.32204
        1.19      7.30814      6.52192      6.35873      6.32294
      1.1905      7.24305      6.53528      6.36211      6.32389
       1.191      7.15129      6.54591       6.3656      6.32491
      1.1915      7.04652      6.55362      6.36913      6.32599
       1.192      6.92934      6.55826      6.37263      6.32713
      1.1925      6.80659      6.55983      6.37603      6.32832
       1.193      6.64788      6.55763      6.37925      6.32956
      1.1935      6.46933      6.55135       6.3822      6.33085
       1.194      6.28768      6.54111      6.38479      6.33216
      1.1945      6.09859       6.5269      6.38695       6.3335
       1.195      5.90516       6.5088      6.38861      6.33484
      1.1955      5.71483      6.48706      6.38971      6.33618
       1.196      5.53008      6.46197      6.39018       6.3375
      1.1965      5.35897        6.434         6.39      6.33878
       1.197       5.1922      6.40336      6.38913      6.34001
      1.1975      5.04527      6.37065      6.38755      6.34116
       1.198      4.92252      6.33652      6.38526      6.34224
      1.1985      4.82643      6.30165      6.38226      6.34322
       1.199      4.76009      6.26678       6.3786      6.34408
      1.1995      4.72165      6.23255      6.37432      6.34482
         1.2      4.71111      6.19959      6.36947      6.34542
      1.2005      4.73219      6.16857      6.36413      6.34587
       1.201      4.77683      6.13995      6.35836      6.34618
      1.2015      4.84378      6.11414      6.35226      6.34633
       1.202      4.93554       6.0916      6.34591      6.34632
      1.2025      5.05395      6.07279      6.33942      6.34615
       1.203      5.18972      6.05796      6.33287      6.34583
      1.2035      5.37013      6.04797      6.32638      6.34535
       1.204      5.55116      6.04262      6.32006      6.34473
      1.2045      5.73467      6.04175      6.31401      6.34398
       1.205      5.93244       6.0455      6.30831      6.34311
      1.2055      6.13083      6.05366      6.30305      6.34214
       1.206      6.33728      6.06624      6.29832      6.34107
      1.2065      6.54683      6.08311      6.29418      6.33992
       1.207      6.75451      6.10404      6.29072      6.33872
      1.2075      6.94856      6.12852      6.28797      6.33749
       1.208      7.13021      6.15612      6.28598      6.33623
      1.2085       7.2945      6.18629      6.28477      6.33497
       1.209       7.3875      6.21722      6.28433      6.33374
      1.2095      7.50839      6.24957      6.28465      6.33254
        1.21      7.60573      6.28272      6.28572       6.3314
      1.2105       7.6795      6.31609       6.2875      6.33033
       1.211      7.72972      6.34913      6.28996      6.32934
      1.2115      7.74026      6.38091      6.29305      6.32846
       1.212       7.7291      6.41101      6.29668      6.32768
      1.2125      7.68694      6.43876      6.30078      6.32703
       1.213      7.65408      6.46452       6.3053       6.3265
      1.2135      7.56729       6.4871      6.31012       6.3261
       1.214      7.45383      6.50603      6.31516      6.32583
      1.2145      7.32488       6.5211      6.32031       6.3257
       1.215      7.17981      6.53213      6.32548      6.32569
      1.2155      7.01924      6.53893      6.33057      6.32581
       1.216      6.84503      6.54137      6.33548      6.32605
      1.2165      6.66524      6.53953      6.34013      6.32639
       1.217      6.48917      6.53368      6.34442      6.32683
      1.2175      6.31248        6.524      6.34829      6.32735
       1.218      6.13765       6.5107      6.35167      6.32795
      1.2185       5.9746      6.49422      6.35451      6.32859
       1.219      5.82953      6.47512      6.35678      6.32928
      1.2195      5.70305      6.45396      6.35846      6.32999
        1.22      5.60324      6.43145      6.35954      6.33071
      1.2205      5.52822      6.40825      6.36003      6.33143
       1.221      5.47863      6.38496      6.35996      6.33212
      1.2215      5.46809      6.36253      6.35937      6.33279
       1.222      5.46561      6.34107      6.35832      6.33341
      1.2225      5.48173      6.32098      6.35685      6.33398
       1.223      5.52017      6.30273      6.35503       6.3345
      1.2235       5.5834       6.2868      6.35293      6.33495
       1.224      5.66028       6.2734      6.35061      6.33533
      1.2245      5.79109       6.2637      6.34819      6.33564
       1.225       5.9002      6.25699      6.34572      6.33589
      1.2255      6.02296      6.25348       6.3433      6.33607
       1.226      6.16059      6.25335      6.34099      6.33619
      1.2265      6.29946      6.25648      6.33886      6.33625
       1.227      6.44887      6.26298      6.33699      6.33627
      1.2275       6.6144      6.27307      6.33545      6.33625
       1.228      6.76753       6.2863       6.3343       6.3362
      1.2285      6.91819      6.30247      6.33359      6.33614
       1.229      7.06264      6.32131      6.33335      6.33607
      1.2295      7.19965      6.34251      6.33363      6.33601
        1.23      7.32488      6.36571      6.33445      6.33597
      1.2305      7.43338      6.39042      6.33582      6.33597
       1.231      7.45446       6.4145       6.3377      6.33601
      1.2315      7.51149      6.43885      6.34007      6.33611
       1.232      7.55613      6.46316      6.34291      6.33628
      1.2325      7.57287       6.4868      6.34618      6.33652
       1.233      7.55055      6.50887      6.34984      6.33684
      1.2335      7.50033      6.52878       6.3538      6.33726
       1.234      7.43462      6.54628        6.358      6.33776
      1.2345      7.33604      6.56071      6.36236      6.33836
       1.235      7.19531       6.5712      6.36677      6.33905
      1.2355      7.03164       6.5774      6.37115      6.33984
       1.236      6.87789      6.57974      6.37539       6.3407
      1.2365      6.68632      6.57751       6.3794      6.34165
       1.237      6.48297      6.57063      6.38308      6.34266
      1.2375       6.2759      6.55922      6.38633      6.34372
       1.238      6.07069      6.54354      6.38909      6.34483
      1.2385       5.8723      6.52393      6.39127      6.34596
       1.239      5.68818      6.50091      6.39283      6.34711
      1.2395      5.51397      6.47486      6.39372      6.34824
        1.24      5.37385      6.44672      6.39393      6.34936
      1.2405      5.26102      6.41722      6.39345      6.35043
       1.241      5.16803      6.38689      6.39229      6.35145
      1.2415      5.10231      6.35639      6.39049      6.35241
       1.242      5.05891      6.32625      6.38807      6.35327
      1.2425      5.04341      6.29711      6.38509      6.35405
       1.243      5.05085      6.26944      6.38162      6.35472
      1.2435      5.07503      6.24358       6.3777      6.35528
       1.244      5.12835      6.22012      6.37343      6.35573
      1.2445      5.19964      6.19937      6.36887      6.35605
       1.245       5.3131      6.18219      6.36413      6.35624
      1.2455      5.43213      6.16855      6.35928      6.35632
       1.246      5.55922      6.15846      6.35443      6.35627
      1.2465      5.70739      6.15228      6.34966      6.35611
       1.247      5.86921      6.15013      6.34505      6.35584
      1.2475      6.04342      6.15212      6.34071      6.35547
       1.248      6.22569      6.15827       6.3367      6.35501
      1.2485      6.40238      6.16824      6.33312      6.35448
       1.249      6.57782      6.18185      6.33001      6.35388
      1.2495       6.7508      6.19886      6.32744      6.35324
        1.25      6.91261      6.21887      6.32545      6.35256
      1.2505       7.0583      6.24136      6.32408      6.35186
       1.251      7.18849      6.26586      6.32334      6.35117
      1.2515      7.26908      6.29111      6.32322      6.35049
       1.252      7.32612      6.31653      6.32369      6.34983
      1.2525      7.39184      6.34233      6.32474      6.34922
       1.253       7.4309      6.36787      6.32634      6.34866
      1.2535      7.44764      6.39264      6.32844      6.34817
       1.254      7.43958       6.4161      6.33098      6.34775
      1.2545      7.39804      6.43752      6.33391      6.34741
       1.255      7.32736      6.45632      6.33714      6.34716
      1.2555      7.22693      6.47191      6.34059        6.347
       1.256      7.10851      6.48402      6.34415      6.34693
      1.2565      6.98266      6.49265      6.34775      6.34695
       1.257      6.82395      6.49717      6.35129      6.34706
      1.2575      6.64974      6.49741      6.35468      6.34724
       1.258      6.46623      6.49335      6.35781       6.3475
