 ASCII output data for Electronics Workbench circuit lpf2.ewb
        Time           V1           V2           V3           V4
       2.497      6.55241      6.47531      6.50062      6.49245
      2.4975      6.56357      6.47799      6.49989      6.49264
       2.498      6.56977      6.48068      6.49927       6.4928
      2.4985      6.56419       6.4831      6.49873      6.49294
       2.499      6.55179       6.4851      6.49827      6.49307
      2.4995      6.53071      6.48649      6.49787      6.49319
         2.5      6.49847      6.48704       6.4975      6.49329
      2.5005      6.46127      6.48666      6.49715      6.49339
       2.501      6.41663      6.48524      6.49678      6.49347
      2.5015      6.37076      6.48278      6.49637      6.49354
       2.502      6.31558      6.47911      6.49589       6.4936
      2.5025      6.26226      6.47433      6.49532      6.49364
       2.503      6.20213      6.46833      6.49464      6.49366
      2.5035      6.14447      6.46123      6.49382      6.49367
       2.504      6.09053      6.45315      6.49285      6.49365
      2.5045      6.04032      6.44424      6.49171       6.4936
       2.505      5.99692      6.43469      6.49039      6.49352
      2.5055      5.95724      6.42461       6.4889      6.49341
       2.506      5.92748      6.41427      6.48723      6.49326
      2.5065       5.9033       6.4038      6.48538      6.49307
       2.507      5.88718      6.39339      6.48337      6.49283
      2.5075      5.88346      6.38334       6.4812      6.49255
       2.508      5.88532      6.37376      6.47891      6.49221
      2.5085      5.89648      6.36484       6.4765      6.49183
       2.509      5.92066      6.35686      6.47401       6.4914
      2.5095      5.94794      6.34986      6.47145      6.49091
        2.51      5.98204      6.34393      6.46887      6.49037
      2.5105      6.02544      6.33926      6.46628      6.48978
       2.511      6.07317      6.33589      6.46372      6.48915
      2.5115      6.12773      6.33392      6.46122      6.48847
       2.512      6.19097      6.33349      6.45881      6.48774
      2.5125       6.2573       6.3346      6.45652      6.48698
       2.513      6.33108      6.33737      6.45439      6.48619
      2.5135      6.40733      6.34178      6.45245      6.48536
       2.514      6.48731      6.34783      6.45072      6.48452
      2.5145      6.56604      6.35544      6.44923      6.48366
       2.515      6.64354      6.36451      6.44802      6.48279
      2.5155      6.72104      6.37496      6.44708      6.48192
       2.516      6.79233       6.3866      6.44645      6.48105
      2.5165      6.85867      6.39926      6.44613       6.4802
       2.517       6.9188      6.41274      6.44613      6.47937
      2.5175      6.97026      6.42682      6.44644      6.47857
       2.518       7.0118      6.44123      6.44706       6.4778
      2.5185      7.04714      6.45582      6.44799      6.47707
       2.519      7.06636       6.4702      6.44919      6.47639
      2.5195      7.07504      6.48413      6.45066      6.47576
        2.52      7.07442      6.49743      6.45235      6.47519
      2.5205      7.06822      6.50999      6.45426      6.47468
       2.521      7.05024      6.52158      6.45634      6.47423
      2.5215      7.02606      6.53209      6.45856      6.47385
       2.522      6.99072      6.54131      6.46088      6.47353
      2.5225       6.9529      6.54926      6.46328      6.47328
       2.523      6.90641      6.55577      6.46572       6.4731
      2.5235      6.85681      6.56085      6.46816      6.47298
       2.524      6.80597      6.56454      6.47056      6.47292
      2.5245      6.75017      6.56678      6.47291      6.47292
       2.525       6.7012       6.5678      6.47517      6.47298
      2.5255       6.6485      6.56756      6.47732      6.47308
       2.526      6.60014      6.56624      6.47934      6.47323
      2.5265      6.55923      6.56405      6.48122      6.47343
       2.527      6.52513      6.56119      6.48294      6.47366
      2.5275      6.49599      6.55781      6.48451      6.47392
       2.528      6.47119      6.55404      6.48592      6.47422
      2.5285      6.45135         6.55      6.48717      6.47453
       2.529      6.44267      6.54597      6.48828      6.47487
      2.5295      6.44019      6.54211      6.48925      6.47522
        2.53      6.44329      6.53851       6.4901      6.47558
      2.5305      6.45135       6.5353      6.49084      6.47595
       2.531      6.46499      6.53259      6.49149      6.47633
      2.5315      6.48421      6.53047      6.49206      6.47672
       2.532      6.50777      6.52903      6.49259       6.4771
      2.5325      6.53629      6.52834      6.49308      6.47749
       2.533      6.56853      6.52847      6.49356      6.47789
      2.5335      6.60448      6.52946      6.49405      6.47828
       2.534       6.6423      6.53132      6.49457      6.47868
      2.5345      6.68322      6.53407      6.49514      6.47908
       2.535      6.72414      6.53769      6.49578      6.47949
      2.5355      6.76381      6.54209      6.49651       6.4799
       2.536      6.80163       6.5472      6.49733      6.48033
      2.5365      6.83449      6.55288      6.49826      6.48076
       2.537      6.86549      6.55905       6.4993      6.48122
      2.5375      6.89153      6.56557      6.50046      6.48168
       2.538      6.91075      6.57227      6.50173      6.48217
      2.5385      6.92129      6.57893      6.50312      6.48268
       2.539      6.92687      6.58544       6.5046      6.48322
      2.5395      6.92066      6.59154      6.50618      6.48378
        2.54      6.90641      6.59704      6.50782      6.48436
      2.5405      6.88037       6.6017      6.50951      6.48498
       2.541      6.84565      6.60536      6.51123      6.48562
      2.5415      6.80473       6.6079      6.51293      6.48628
       2.542      6.75328      6.60914      6.51461      6.48698
      2.5425       6.6919       6.6089      6.51621      6.48769
       2.543      6.62494      6.60711      6.51771      6.48842
      2.5435      6.55241      6.60371      6.51908      6.48917
       2.544      6.47615      6.59869      6.52028      6.48993
      2.5445      6.39245      6.59194      6.52128      6.49069
       2.545      6.31062      6.58357      6.52206      6.49146
      2.5455      6.22755      6.57365      6.52257      6.49222
       2.546      6.14695      6.56228      6.52281      6.49296
      2.5465      6.07317      6.54969      6.52276      6.49369
       2.547      6.00126      6.53598       6.5224      6.49439
      2.5475      5.93802       6.5214      6.52172      6.49506
       2.548      5.88223      6.50617      6.52073      6.49568
      2.5485      5.83449      6.49049      6.51943      6.49626
       2.549      5.79791      6.47465      6.51783      6.49679
      2.5495      5.76753       6.4588      6.51593      6.49725
        2.55      5.74831      6.44319      6.51376      6.49766
      2.5505      5.74025      6.42808      6.51135      6.49799
       2.551      5.73839      6.41358      6.50871      6.49825
      2.5515      5.74831      6.39994      6.50587      6.49844
       2.552      5.76319      6.38723      6.50287      6.49855
      2.5525      5.78861      6.37565      6.49974      6.49857
       2.553      5.81775      6.36525      6.49651      6.49852
      2.5535      5.85681      6.35619      6.49322      6.49839
       2.554      5.90206      6.34856      6.48989      6.49819
      2.5545        5.956       6.3425      6.48657       6.4979
       2.555      6.01428      6.33803       6.4833      6.49755
      2.5555      6.07503      6.33516       6.4801      6.49712
       2.556      6.14261      6.33395      6.47701      6.49663
      2.5565      6.21081      6.33435      6.47407      6.49608
       2.557        6.279      6.33629       6.4713      6.49548
      2.5575      6.34534      6.33966      6.46872      6.49482
       2.558      6.41353      6.34444      6.46637      6.49413
      2.5585      6.48111      6.35055      6.46426       6.4934
       2.559      6.54187      6.35776       6.4624      6.49264
      2.5595      6.59456      6.36586       6.4608      6.49187
        2.56       6.6423      6.37467      6.45947      6.49108
      2.5605      6.68632      6.38408      6.45841      6.49028
       2.561      6.71918      6.39381      6.45761      6.48948
      2.5615       6.7384      6.40352      6.45706      6.48869
       2.562      6.75514      6.41316      6.45675      6.48791
      2.5625      6.76133      6.42248      6.45666      6.48715
       2.563      6.76319      6.43141      6.45677      6.48641
      2.5635      6.75389       6.4397      6.45705      6.48569
       2.564      6.73902      6.44725      6.45748      6.48501
      2.5645      6.71856      6.45397      6.45804      6.48435
       2.565      6.69128      6.45973      6.45869      6.48372
      2.5655      6.66152      6.46453      6.45941      6.48313
       2.566      6.62618      6.46827      6.46017      6.48257
      2.5665      6.58774      6.47094      6.46095      6.48204
       2.567      6.55055      6.47262      6.46172      6.48155
      2.5675      6.51335      6.47335      6.46245      6.48108
       2.568      6.47553      6.47315      6.46314      6.48064
      2.5685      6.44391      6.47223      6.46377      6.48023
       2.569      6.41477      6.47068      6.46431      6.47984
      2.5695      6.38688      6.46854      6.46477      6.47947
        2.57      6.36828      6.46607      6.46515      6.47913
      2.5705       6.3596      6.46352      6.46543      6.47879
       2.571      6.35836      6.46107      6.46564      6.47847
      2.5715      6.36146      6.45881      6.46578      6.47816
       2.572      6.37138       6.4569      6.46585      6.47786
      2.5725      6.38936       6.4555      6.46588      6.47757
       2.573      6.41043      6.45468      6.46589      6.47728
      2.5735      6.43895      6.45457      6.46588      6.47701
       2.574      6.46871      6.45517      6.46589      6.47673
      2.5745      6.50591      6.45664      6.46592      6.47647
       2.575      6.55179      6.45913        6.466      6.47621
      2.5755      6.59332      6.46249      6.46616      6.47597
       2.576      6.64044      6.46682       6.4664      6.47574
      2.5765      6.68942      6.47212      6.46675      6.47552
       2.577      6.73963      6.47837      6.46723      6.47531
      2.5775      6.79047      6.48555      6.46786      6.47513
       2.578      6.83573      6.49349      6.46864      6.47497
      2.5785      6.88347       6.5022      6.46958      6.47484
       2.579      6.92873      6.51161      6.47071      6.47474
      2.5795      6.96902      6.52156      6.47201      6.47468
        2.58      7.00622      6.53195       6.4735      6.47465
      2.5805      7.03536      6.54258      6.47517      6.47466
       2.581      7.06264      6.55341      6.47703      6.47472
      2.5815       7.0769       6.5641      6.47905      6.47482
       2.582      7.08372       6.5745      6.48122      6.47498
      2.5825      7.08124       6.5844      6.48354      6.47519
       2.583      7.06946       6.5936      6.48596      6.47545
      2.5835      7.04838      6.60193      6.48848      6.47577
       2.584      7.01986      6.60924      6.49106      6.47614
      2.5845      6.98018      6.61532      6.49368      6.47657
       2.585      6.93368      6.62007      6.49629      6.47705
      2.5855      6.87975      6.62336      6.49887      6.47758
       2.586      6.82271       6.6252      6.50138      6.47816
      2.5865       6.7508       6.6253       6.5038      6.47879
       2.587      6.68136       6.6238      6.50607      6.47945
      2.5875      6.61068      6.62073      6.50819      6.48015
       2.588      6.53815      6.61613      6.51011      6.48088
      2.5885      6.46437      6.61004      6.51181      6.48164
       2.589       6.3937      6.60258      6.51327      6.48241
      2.5895      6.32364      6.59384      6.51447      6.48319
        2.59      6.25978      6.58402       6.5154      6.48398
      2.5905      6.20089      6.57328      6.51605      6.48476
       2.591      6.15005      6.56185      6.51641      6.48553
      2.5915      6.10727      6.54995      6.51649      6.48629
       2.592      6.07255      6.53778       6.5163      6.48702
      2.5925      6.04094      6.52543      6.51584      6.48772
       2.593      6.02172      6.51319      6.51512      6.48839
      2.5935       6.0056      6.50113      6.51417      6.48902
       2.594      6.00188      6.48952      6.51299       6.4896
      2.5945       5.9963       6.4783      6.51162      6.49014
       2.595      6.00374      6.46776      6.51008      6.49063
      2.5955      6.01924      6.45805      6.50839      6.49106
       2.596      6.03845      6.44921      6.50657      6.49144
      2.5965      6.06325      6.44135      6.50467      6.49176
       2.597      6.09611      6.43459       6.5027      6.49203
      2.5975      6.13083      6.42893      6.50069      6.49224
       2.598      6.17237      6.42448      6.49868       6.4924
      2.5985      6.21267      6.42116      6.49669       6.4925
       2.599      6.25668      6.41899      6.49474      6.49255
      2.5995       6.3007      6.41793      6.49286      6.49256
         2.6      6.34224      6.41787      6.49107      6.49253
      2.6005      6.38502      6.41879      6.48938      6.49245
       2.601      6.42283      6.42053      6.48781      6.49234
      2.6015      6.45817        6.423      6.48637      6.49219
       2.602      6.48793      6.42602      6.48507      6.49202
      2.6025      6.51149      6.42943       6.4839      6.49182
       2.603      6.52451      6.43297      6.48287       6.4916
      2.6035      6.53567      6.43658      6.48197      6.49136
       2.604      6.53815      6.44006      6.48119      6.49112
      2.6045      6.53877      6.44337      6.48052      6.49086
       2.605      6.52885      6.44628      6.47995      6.49059
      2.6055      6.51087      6.44861      6.47945      6.49032
       2.606      6.49227      6.45037      6.47901      6.49004
      2.6065      6.46561      6.45141      6.47861      6.48977
       2.607      6.43151      6.45157      6.47822      6.48948
      2.6075      6.39307       6.4508      6.47783       6.4892
       2.608      6.35836      6.44924      6.47741      6.48891
      2.6085       6.3193       6.4468      6.47695      6.48862
       2.609      6.28272       6.4436      6.47643      6.48832
      2.6095      6.24304      6.43959      6.47583      6.48802
        2.61      6.20585      6.43487      6.47513       6.4877
      2.6105      6.17361      6.42959      6.47434      6.48738
       2.611      6.14261       6.4238      6.47344      6.48704
      2.6115      6.11533      6.41762      6.47243      6.48668
       2.612      6.09673      6.41125       6.4713      6.48631
      2.6125      6.08743      6.40494      6.47007      6.48591
       2.613      6.08309       6.3988      6.46874      6.48549
      2.6135      6.08867      6.39305      6.46732      6.48505
       2.614      6.09735      6.38774      6.46584      6.48458
      2.6145      6.11533      6.38308       6.4643      6.48408
       2.615      6.13641       6.3791      6.46273      6.48356
      2.6155      6.16679        6.376      6.46115      6.48302
       2.616      6.20151      6.37384      6.45958      6.48245
      2.6165      6.24304      6.37273      6.45804      6.48185
       2.617      6.29016      6.37276      6.45656      6.48123
      2.6175      6.33914      6.37392      6.45517       6.4806
       2.618      6.39307      6.37628      6.45388      6.47995
      2.6185      6.45197       6.3799      6.45272      6.47928
       2.619      6.51335      6.38479      6.45172      6.47861
      2.6195      6.57163      6.39081       6.4509      6.47793
        2.62      6.63424      6.39802      6.45026      6.47726
      2.6205      6.69748      6.40639      6.44985      6.47659
       2.621      6.76009      6.41584      6.44966      6.47593
      2.6215      6.82209      6.42632      6.44971      6.47529
       2.622      6.87789      6.43763      6.45002      6.47468
      2.6225      6.93245      6.44972      6.45058      6.47409
       2.623      6.97708      6.46232      6.45141      6.47354
      2.6235      7.01366      6.47521      6.45249      6.47302
       2.624      7.04776      6.48833      6.45382      6.47255
      2.6245      7.07132      6.50143      6.45539      6.47214
       2.625      7.08992      6.51439      6.45719      6.47177
      2.6255      7.09612      6.52692      6.45919      6.47146
       2.626      7.09488      6.53889      6.46137      6.47122
      2.6265      7.08558      6.55011      6.46371      6.47103
       2.627      7.06698      6.56042      6.46619      6.47092
      2.6275      7.04528      6.56978      6.46877      6.47086
       2.628      7.00808      6.57788      6.47141      6.47088
      2.6285      6.96902      6.58472       6.4741      6.47096
       2.629      6.92624      6.59028       6.4768       6.4711
      2.6295      6.88099      6.59456      6.47947       6.4713
        2.63      6.82829      6.59745      6.48209      6.47157
      2.6305      6.77435      6.59898      6.48463      6.47188
       2.631      6.72352      6.59928      6.48706      6.47225
      2.6315      6.66834       6.5983      6.48937      6.47267
       2.632      6.61378      6.59613      6.49153      6.47313
      2.6325      6.56357      6.59291      6.49351      6.47363
       2.633      6.51335      6.58869      6.49532      6.47416
      2.6335      6.46747      6.58362      6.49693      6.47471
       2.634      6.42965      6.57793      6.49834      6.47529
      2.6345      6.39555      6.57172      6.49956      6.47588
       2.635      6.36704      6.56515      6.50057      6.47648
      2.6355       6.3472      6.55844      6.50139      6.47709
       2.636       6.3317       6.5517      6.50202       6.4777
      2.6365      6.31806      6.54497      6.50248       6.4783
       2.637      6.31186      6.53841      6.50277       6.4789
      2.6375      6.31496      6.53225      6.50292      6.47949
       2.638      6.31744      6.52643      6.50294      6.48006
      2.6385       6.3286      6.52116      6.50284      6.48061
       2.639      6.33976       6.5164      6.50264      6.48115
      2.6395      6.35712      6.51227      6.50237      6.48167
        2.64      6.37634      6.50879      6.50205      6.48216
      2.6405      6.39741      6.50597      6.50168      6.48264
       2.641      6.41973      6.50381      6.50129      6.48309
      2.6415      6.44453      6.50233      6.50089      6.48353
       2.642      6.47057      6.50153       6.5005      6.48394
      2.6425      6.49227      6.50127      6.50013      6.48434
       2.643      6.51335      6.50153       6.4998      6.48471
      2.6435      6.53381      6.50225      6.49951      6.48508
       2.644      6.54993      6.50331      6.49926      6.48542
      2.6445      6.55675      6.50448      6.49906      6.48575
       2.645      6.56295      6.50574      6.49891      6.48607
      2.6455      6.56233      6.50692      6.49881      6.48639
       2.646      6.55675      6.50791      6.49873      6.48669
      2.6465      6.54559      6.50859      6.49869      6.48698
       2.647      6.53133       6.5089      6.49866      6.48726
      2.6475      6.51087       6.5087      6.49863      6.48754
       2.648      6.48483      6.50789       6.4986      6.48781
      2.6485      6.45383      6.50638      6.49853      6.48807
       2.649      6.42035      6.50414      6.49842      6.48832
      2.6495      6.38316      6.50112      6.49825      6.48857
        2.65      6.34162      6.49725        6.498       6.4888
      2.6505       6.3007      6.49258      6.49766      6.48901
       2.651      6.25854      6.48712      6.49721      6.48921
      2.6515      6.21577      6.48088      6.49663      6.48939
       2.652      6.17609      6.47398      6.49592      6.48955
      2.6525      6.13827      6.46649      6.49507      6.48969
       2.653      6.10107      6.45845      6.49408      6.48979
      2.6535      6.07193      6.45007      6.49293      6.48987
       2.654      6.04899      6.44151      6.49163      6.48991
      2.6545       6.0335      6.43295      6.49019      6.48992
       2.655      6.02482      6.42456      6.48862      6.48989
      2.6555      6.01986      6.41641      6.48693      6.48982
       2.656      6.02792       6.4088      6.48514       6.4897
      2.6565      6.03845      6.40175      6.48326      6.48955
       2.657      6.05643      6.39542      6.48131      6.48934
      2.6575      6.07999      6.38991      6.47932       6.4891
       2.658      6.11099      6.38535      6.47731      6.48881
      2.6585      6.14757      6.38183       6.4753      6.48848
       2.659      6.18973      6.37944      6.47332      6.48811
      2.6595      6.23188      6.37811       6.4714      6.48771
        2.66      6.27838      6.37791      6.46955      6.48726
      2.6605       6.3286      6.37888       6.4678      6.48679
       2.661       6.3813      6.38102      6.46618      6.48628
      2.6615      6.42903      6.38415      6.46469      6.48576
       2.662      6.48049      6.38833      6.46336      6.48521
      2.6625      6.53443      6.39357      6.46221      6.48465
       2.663       6.5834       6.3997      6.46124      6.48408
      2.6635        6.633       6.4067      6.46047       6.4835
       2.664      6.67764      6.41442      6.45991      6.48293
      2.6645      6.72228      6.42282      6.45956      6.48236
       2.665      6.75823      6.43168      6.45943       6.4818
      2.6655      6.78861      6.44084       6.4595      6.48125
       2.666      6.81589      6.45022      6.45979      6.48073
      2.6665      6.83759      6.45968      6.46027      6.48023
       2.667      6.85247      6.46907      6.46094      6.47976
      2.6675      6.86053      6.47821      6.46179      6.47932
       2.668      6.86425      6.48704       6.4628      6.47892
      2.6685      6.85867      6.49534      6.46395      6.47855
       2.669      6.85123      6.50309      6.46522      6.47823
      2.6695      6.83015      6.51001      6.46659      6.47795
        2.67      6.80907      6.51613      6.46804       6.4777
      2.6705      6.78489      6.52142      6.46953       6.4775
       2.671      6.76009      6.52591      6.47106      6.47735
      2.6715      6.72786      6.52944       6.4726      6.47723
       2.672        6.695      6.53207      6.47412      6.47716
      2.6725      6.66214      6.53382      6.47562      6.47712
       2.673      6.62866      6.53473      6.47706      6.47712
      2.6735       6.5927      6.53477      6.47843      6.47715
       2.674      6.55923      6.53404      6.47973      6.47721
      2.6745      6.52885      6.53265      6.48093       6.4773
       2.675      6.50591      6.53081      6.48204      6.47742
      2.6755      6.47925      6.52844      6.48303      6.47755
       2.676      6.45879      6.52573      6.48392      6.47771
      2.6765      6.44577      6.52285      6.48471      6.47788
       2.677      6.43585      6.51988      6.48539      6.47806
      2.6775      6.43151      6.51697      6.48597      6.47826
       2.678      6.42655      6.51409      6.48646      6.47846
      2.6785      6.43213      6.51149      6.48687      6.47866
       2.679      6.43833      6.50917      6.48721      6.47887
      2.6795      6.45073      6.50726      6.48749      6.47908
        2.68      6.46685      6.50584      6.48773      6.47929
      2.6805      6.48731      6.50497      6.48795       6.4795
       2.681      6.50777      6.50464      6.48815      6.47971
      2.6815      6.53009      6.50485      6.48835      6.47992
       2.682      6.55303      6.50561      6.48857      6.48013
      2.6825      6.57906      6.50696      6.48881      6.48035
       2.683       6.6051      6.50887      6.48909      6.48056
      2.6835      6.63176      6.51134      6.48942      6.48078
       2.684      6.65532      6.51425      6.48981        6.481
      2.6845       6.6795      6.51761      6.49027      6.48122
       2.685      6.70058      6.52133       6.4908      6.48146
      2.6855      6.72042      6.52536      6.49141       6.4817
       2.686      6.73592      6.52958      6.49209      6.48195
      2.6865      6.74397      6.53381      6.49285      6.48222
       2.687      6.75017      6.53801      6.49368       6.4825
      2.6875      6.75141      6.54205      6.49457      6.48279
       2.688       6.7477      6.54584      6.49552       6.4831
      2.6885      6.73715      6.54922      6.49651      6.48343
       2.689      6.72042      6.55207      6.49753      6.48377
      2.6895      6.69934       6.5543      6.49856      6.48413
        2.69      6.67206       6.5558      6.49959      6.48451
      2.6905      6.64106      6.55652      6.50059       6.4849
       2.691      6.60448      6.55635      6.50156      6.48531
      2.6915      6.56481      6.55527      6.50246      6.48573
       2.692      6.52513      6.55331      6.50328      6.48615
      2.6925      6.47925      6.55038      6.50401      6.48659
       2.693      6.43399      6.54651      6.50461      6.48703
      2.6935       6.3875      6.54174      6.50509      6.48747
       2.694      6.33852      6.53604      6.50542      6.48791
      2.6945      6.29016      6.52946      6.50558      6.48834
       2.695      6.24614      6.52214      6.50558      6.48876
      2.6955      6.20461      6.51419      6.50539      6.48916
       2.696      6.16989      6.50577      6.50502      6.48955
      2.6965      6.13827      6.49699      6.50447      6.48991
       2.697      6.11347      6.48802      6.50374      6.49025
      2.6975      6.09549      6.47902      6.50284      6.49056
       2.698      6.08061      6.47008      6.50177      6.49083
      2.6985      6.07193      6.46133      6.50055      6.49107
       2.699      6.07131      6.45294       6.4992      6.49127
      2.6995      6.07317      6.44497      6.49772      6.49142
         2.7      6.08247      6.43755      6.49614      6.49154
      2.7005      6.09363      6.43072      6.49448      6.49161
       2.701      6.10975      6.42455      6.49275      6.49164
      2.7015      6.12959      6.41911      6.49097      6.49162
       2.702      6.15377      6.41446      6.48916      6.49156
      2.7025      6.18167      6.41066      6.48734      6.49146
       2.703      6.21081      6.40768      6.48554      6.49131
      2.7035      6.24304      6.40557      6.48377      6.49113
       2.704      6.27838      6.40436      6.48205      6.49091
      2.7045      6.31682      6.40409       6.4804      6.49065
       2.705      6.35216      6.40463      6.47883      6.49036
      2.7055      6.38998      6.40602      6.47736      6.49005
       2.706      6.42779       6.4082      6.47601       6.4897
      2.7065      6.46313      6.41109      6.47478      6.48934
       2.707      6.49351      6.41455      6.47369      6.48896
      2.7075      6.52017      6.41845      6.47273      6.48856
       2.708      6.54683      6.42278       6.4719      6.48816
      2.7085      6.56543      6.42733      6.47122      6.48774
       2.709      6.58464       6.4321      6.47067      6.48733
      2.7095      6.59208      6.43682      6.47025      6.48691
        2.71      6.59332      6.44134      6.46995       6.4865
      2.7105      6.59518      6.44568      6.46976      6.48609
       2.711      6.59332      6.44976      6.46966      6.48569
      2.7115      6.57968      6.45333      6.46964       6.4853
       2.712      6.56667      6.45642      6.46969      6.48492
      2.7125      6.55117      6.45899      6.46979      6.48455
       2.713      6.53257        6.461      6.46992      6.48419
      2.7135      6.51397      6.46248      6.47008      6.48385
       2.714      6.49413      6.46342      6.47024      6.48351
      2.7145      6.47367      6.46383       6.4704      6.48319
       2.715      6.45445      6.46376      6.47053      6.48288
      2.7155      6.43523      6.46325      6.47065      6.48259
       2.716      6.41663      6.46232      6.47073       6.4823
      2.7165      6.40114      6.46106      6.47077      6.48202
       2.717      6.39121      6.45963      6.47076      6.48174
      2.7175      6.38502      6.45812      6.47072      6.48147
       2.718      6.38254      6.45662      6.47063      6.48121
      2.7185      6.38626      6.45527      6.47051      6.48095
       2.719      6.39184      6.45412      6.47036      6.48069
      2.7195      6.39804      6.45317      6.47019      6.48043
        2.72      6.41105      6.45257      6.47001      6.48018
      2.7205      6.42965      6.45243      6.46983      6.47993
       2.721      6.45073       6.4528      6.46966      6.47968
      2.7215      6.47429      6.45371      6.46951      6.47943
       2.722      6.50033      6.45519       6.4694      6.47918
      2.7225      6.53133      6.45734      6.46934      6.47894
       2.723      6.55985      6.46007      6.46934      6.47871
      2.7235      6.59084      6.46341      6.46942      6.47848
       2.724      6.62184      6.46732      6.46958      6.47826
      2.7245      6.65408      6.47183      6.46983      6.47806
       2.725      6.69252      6.47705       6.4702      6.47787
      2.7255       6.7198      6.48267      6.47067      6.47769
       2.726      6.75017      6.48877      6.47127      6.47753
      2.7265      6.77807      6.49526      6.47198       6.4774
       2.727      6.80473      6.50209      6.47283      6.47729
      2.7275      6.82581      6.50913      6.47379       6.4772
       2.728      6.83821      6.51615      6.47488      6.47715
      2.7285      6.85247       6.5232      6.47609      6.47712
       2.729      6.85991      6.53013       6.4774      6.47713
      2.7295      6.86053      6.53677      6.47881      6.47717
        2.73      6.85681      6.54305       6.4803      6.47724
      2.7305      6.84813      6.54885      6.48186      6.47736
       2.731      6.83697      6.55416      6.48348      6.47751
      2.7315      6.81651      6.55876      6.48513      6.47769
       2.732      6.79109      6.56258       6.4868      6.47791
      2.7325      6.76381      6.56561      6.48848      6.47817
       2.733      6.72786      6.56767      6.49012      6.47846
      2.7335      6.69066      6.56879      6.49173      6.47879
       2.734      6.64974      6.56892      6.49326      6.47914
      2.7345      6.60696      6.56806      6.49472      6.47952
       2.735      6.56357      6.56624      6.49607      6.47992
      2.7355      6.51893      6.56347       6.4973      6.48035
       2.736      6.47181      6.55974      6.49839      6.48079
      2.7365      6.42407      6.55507      6.49933      6.48124
       2.737       6.3844       6.5497      6.50011       6.4817
      2.7375       6.3441      6.54364      6.50072      6.48216
       2.738      6.30876      6.53703      6.50115      6.48263
      2.7385      6.27838      6.53003      6.50141      6.48308
       2.739       6.2542      6.52278      6.50149      6.48353
      2.7395      6.23312      6.51537      6.50141      6.48397
        2.74      6.21887      6.50798      6.50116      6.48439
      2.7405      6.20771      6.50065      6.50076      6.48479
       2.741      6.20337      6.49357      6.50021      6.48516
      2.7415      6.20771       6.4869      6.49955      6.48551
       2.742       6.2139      6.48068      6.49877      6.48584
      2.7425      6.22445      6.47499       6.4979      6.48613
       2.743       6.2387      6.46989      6.49696       6.4864
      2.7435       6.2573      6.46545      6.49597      6.48663
       2.744      6.27714      6.46167      6.49493      6.48683
      2.7445      6.29698      6.45851      6.49388        6.487
       2.745      6.32364      6.45612      6.49282      6.48715
      2.7455      6.35154      6.45448      6.49177      6.48726
       2.746      6.38068      6.45358      6.49076      6.48734
      2.7465      6.40919      6.45339      6.48979       6.4874
       2.747      6.43957      6.45391      6.48888      6.48744
      2.7475      6.47057      6.45512      6.48804      6.48745
       2.748      6.49723      6.45688      6.48728      6.48745
      2.7485      6.52451       6.4592      6.48662      6.48743
       2.749      6.54931      6.46199      6.48605       6.4874
      2.7495      6.57101      6.46514      6.48558      6.48735
        2.75      6.58464      6.46847      6.48522       6.4873
      2.7505      6.59952      6.47198      6.48495      6.48724
       2.751      6.60696       6.4755      6.48478      6.48718
      2.7515      6.60882      6.47889      6.48469      6.48712
       2.752      6.60944      6.48214      6.48469      6.48706
      2.7525      6.60386       6.4851      6.48475        6.487
       2.753      6.58898      6.48757      6.48487      6.48695
      2.7535      6.57163      6.48951      6.48503      6.48691
       2.754      6.55489      6.49096      6.48522      6.48686
      2.7545      6.53319      6.49183      6.48541      6.48683
       2.755      6.50839      6.49208       6.4856       6.4868
      2.7555      6.48297      6.49171      6.48578      6.48677
       2.756      6.45941      6.49081      6.48592      6.48675
      2.7565      6.43213       6.4893      6.48602      6.48674
       2.757      6.40238      6.48715      6.48606      6.48672
      2.7575      6.37572      6.48447      6.48604       6.4867
       2.758      6.35526      6.48143      6.48595      6.48668
      2.7585       6.3317      6.47797      6.48577      6.48666
       2.759      6.31496      6.47426      6.48552      6.48663
      2.7595      6.30194      6.47042      6.48519       6.4866
        2.76       6.2883      6.46643      6.48477      6.48655
      2.7605       6.2821      6.46246      6.48428       6.4865
       2.761      6.28086      6.45865      6.48372      6.48643
      2.7615      6.27652      6.45489       6.4831      6.48635
       2.762      6.28024      6.45139      6.48242      6.48625
      2.7625      6.28768      6.44821      6.48169      6.48614
       2.763       6.3007      6.44548      6.48093      6.48601
      2.7635       6.3162      6.44323      6.48015      6.48587
       2.764      6.33294      6.44146      6.47936      6.48571
      2.7645      6.35464      6.44028      6.47858      6.48554
       2.765      6.37758      6.43968      6.47782      6.48535
      2.7655      6.40486      6.43974      6.47708      6.48515
       2.766      6.43213      6.44043       6.4764      6.48494
      2.7665      6.46127      6.44177      6.47577      6.48471
       2.767      6.49227      6.44377      6.47522      6.48448
      2.7675      6.52265      6.44638      6.47474      6.48424
       2.768      6.55365       6.4496      6.47437        6.484
      2.7685       6.5834      6.45337      6.47409      6.48376
       2.769      6.61006      6.45759      6.47392      6.48352
      2.7695      6.63176      6.46213      6.47386      6.48328
        2.77      6.65284      6.46695      6.47392      6.48306
