control
315,4
0,67.58,89.85,26.83
0.008948,67.08,89.48,26.27
0.0179,66.69,89.13,25.62
0.02684,66.38,88.77,24.89
0.03579,66.14,88.41,24.08
0.04474,65.97,88.04,23.19
0.05369,65.88,87.67,22.23
0.06263,65.84,87.29,21.19
0.07158,65.87,86.91,20.09
0.08053,65.95,86.52,18.92
0.08948,66.08,86.12,17.68
0.09843,66.26,85.71,16.39
0.1074,66.49,85.3,15.03
0.1163,66.76,84.88,13.62
0.1253,67.07,84.44,12.16
0.1342,67.4,84.01,10.64
0.1432,67.77,83.56,9.089
0.1521,68.15,83.1,7.495
0.1611,68.55,82.64,5.866
0.17,68.96,82.17,4.211
0.179,69.37,81.69,2.535
0.1879,69.77,81.21,0.8453
0.1969,70.15,80.72,-0.8497
0.2058,70.52,80.23,-2.542
0.2147,70.85,79.73,-4.224
0.2237,71.14,79.24,-5.888
0.2326,71.38,78.74,-7.525
0.2416,71.57,78.24,-9.127
0.2505,71.69,77.75,-10.69
0.2595,71.74,77.25,-12.21
0.2684,71.71,76.76,-13.67
0.2774,71.61,76.28,-15.09
0.2863,71.42,75.8,-16.44
0.2953,71.14,75.33,-17.75
0.3042,70.78,74.87,-19.01
0.3132,70.34,74.41,-20.23
0.3221,69.82,73.96,-21.41
0.3311,69.22,73.52,-22.57
0.34,68.56,73.09,-23.72
0.349,67.84,72.66,-24.87
0.3579,67.08,72.24,-26.05
0.3669,66.29,71.82,-27.27
0.3758,65.47,71.41,-28.56
0.3848,64.65,71,-29.93
0.3937,63.84,70.59,-31.4
0.4027,63.06,70.17,-33.01
0.4116,62.31,69.75,-34.77
0.4205,61.62,69.33,-36.7
0.4295,60.99,68.89,-38.82
0.4384,60.43,68.45,-41.14
0.4474,59.96,67.99,-43.68
0.4563,59.59,67.51,-46.42
0.4653,59.31,67.01,-49.38
0.4742,59.13,66.5,-52.56
0.4832,59.05,65.96,-55.92
0.4921,59.06,65.39,-59.47
0.5011,59.17,64.81,-63.17
0.51,59.36,64.19,-67.01
0.519,59.63,63.55,-70.94
0.5279,59.96,62.89,-74.94
0.5369,60.36,62.19,-78.97
0.5458,60.8,61.47,-83
0.5548,61.29,60.73,-87.01
0.5637,61.81,59.96,-90.97
0.5727,62.35,59.17,-94.85
0.5816,62.91,58.36,-98.64
0.5906,63.48,57.54,-102.3
0.5995,64.05,56.69,-105.9
0.6085,64.61,55.84,-109.4
0.6174,65.16,54.97,-112.7
0.6263,65.68,54.1,-115.9
0.6353,66.17,53.23,-119
0.6442,66.63,52.36,-122
0.6532,67.03,51.49,-124.9
0.6621,67.36,50.63,-127.7
0.6711,67.63,49.78,-130.3
0.68,67.81,48.94,-132.9
0.689,67.9,48.11,-135.3
0.6979,67.89,47.3,-137.7
0.7069,67.77,46.5,-139.9
0.7158,67.52,45.72,-142
0.7248,67.14,44.96,-144
0.7337,66.62,44.21,-145.9
0.7427,65.96,43.48,-147.7
0.7516,65.14,42.76,-149.3
0.7606,64.16,42.06,-150.9
0.7695,63.02,41.37,-152.2
0.7785,61.7,40.69,-153.5
0.7874,60.21,40.02,-154.6
0.7964,58.53,39.36,-155.6
0.8053,56.67,38.71,-156.4
0.8143,54.62,38.06,-157.1
0.8232,52.38,37.42,-157.6
0.8321,49.94,36.79,-158
0.8411,47.3,36.15,-158.2
0.85,44.47,35.52,-158.3
0.859,41.43,34.9,-158.2
0.8679,38.2,34.27,-157.9
0.8769,34.76,33.64,-157.5
0.8858,31.12,33.02,-156.9
0.8948,27.28,32.4,-156.1
0.9037,23.24,31.77,-155.2
0.9127,18.99,31.15,-154.1
0.9216,14.55,30.52,-152.9
0.9306,9.917,29.9,-151.4
0.9395,5.085,29.27,-149.8
0.9485,0.06193,28.65,-148.1
0.9574,-5.151,28.02,-146.2
0.9664,-10.55,27.39,-144.1
0.9753,-16.13,26.77,-141.9
0.9843,-21.89,26.14,-139.5
0.9932,-27.83,25.51,-136.9
1.002,-33.94,24.88,-134.2
1.011,-40.21,24.24,-131.4
1.02,-46.65,23.61,-128.4
1.029,-53.25,22.98,-125.3
1.038,-60,22.34,-122.1
1.047,-66.9,21.71,-118.7
1.056,-73.95,21.07,-115.2
1.065,-81.14,20.43,-111.6
1.074,-88.46,19.79,-107.9
