tanh
18,18
     0,    -2, -1.75,  -1.5, -1.25,    -1, -0.75,  -0.5, -0.25,     0,  0.25,   0.5,  0.75,     1,  1.25,   1.5,  1.75,     2
    -2, -2.24, -2.24, -2.24, -2.24, -2.24, -2.24,-2.239,-2.236,-2.223, -2.17,-1.963,-1.206,0.9319, 4.234, 6.469, 7.273, 7.427
 -1.75, -2.24, -2.24, -2.24, -2.24, -2.24,-2.239,-2.236,-2.224,-2.174,-1.978,-1.256, 0.815, 4.112, 6.414,  7.26, 7.457, 7.151
  -1.5, -2.24, -2.24, -2.24, -2.24,-2.239,-2.236,-2.225,-2.177,-1.991,-1.304,0.7004, 3.987, 6.357, 7.245, 7.472, 7.327, 5.694
 -1.25, -2.24, -2.24, -2.24,-2.239,-2.236,-2.225,-2.181,-2.004,-1.349,0.5884, 3.861, 6.297, 7.228, 7.478, 7.427,  6.43, 2.025
    -1, -2.24, -2.24,-2.239,-2.237,-2.226,-2.184,-2.017,-1.393,0.4789, 3.733, 6.234, 7.209, 7.479, 7.483, 6.902, 3.462,-1.076
 -0.75, -2.24,-2.239,-2.237,-2.227,-2.187,-2.028,-1.434,0.3721, 3.604, 6.169, 7.189, 7.477, 7.514, 7.188, 4.767,-0.2903,-2.066
  -0.5,-2.239,-2.237,-2.228, -2.19,-2.039,-1.474,0.2681, 3.473, 6.101, 7.168, 7.473, 7.531, 7.355, 5.787,0.8128,-1.872,-2.272
 -0.25,-2.237,-2.228,-2.192, -2.05,-1.512,0.1667, 3.341, 6.031, 7.146, 7.468,  7.54,  7.45, 6.493, 2.173,-1.544,-2.235,-2.311
     0,-2.229,-2.195, -2.06,-1.548,0.06821, 3.208, 5.958, 7.123, 7.463, 7.544, 7.504, 6.943, 3.607,-1.009,-2.168,-2.304,-2.318
  0.25,-2.197,-2.069,-1.583,-0.02748, 3.074, 5.882, 7.098, 7.456, 7.545, 7.534, 7.214, 4.888,-0.1915, -2.05,-2.292,-2.317, -2.32
   0.5,-2.078,-1.616,-0.1203,  2.94, 5.803, 7.073,  7.45, 7.545,  7.55, 7.372, 5.875,0.9429,-1.846,-2.269,-2.315,-2.319, -2.32
  0.75,-1.647,-0.2103, 2.805, 5.722, 7.046, 7.442, 7.545,  7.56, 7.462, 6.551, 2.321,  -1.5,-2.229,-2.311,-2.319, -2.32, -2.32
     1,-0.2974,  2.67, 5.637, 7.017, 7.435, 7.543, 7.564, 7.513, 6.979, 3.749,-0.9396,-2.159,-2.303,-2.318, -2.32, -2.32, -2.32
  1.25, 2.535,  5.55, 6.987, 7.427, 7.541, 7.567, 7.541, 7.236, 5.004,-0.08949,-2.034, -2.29,-2.317, -2.32, -2.32, -2.32, -2.32
   1.5,  5.46, 6.956, 7.418, 7.539, 7.568, 7.557, 7.385, 5.958, 1.076,-1.818,-2.266,-2.314,-2.319, -2.32, -2.32, -2.32, -2.32
  1.75, 6.923, 7.409, 7.537, 7.568, 7.566,  7.47, 6.606, 2.469,-1.454,-2.224, -2.31,-2.319, -2.32, -2.32, -2.32, -2.32, -2.32
     2,   7.4, 7.535, 7.568, 7.571, 7.518, 7.012, 3.889,-0.8668,-2.149,-2.302,-2.318, -2.32, -2.32, -2.32, -2.32, -2.32, -2.32
