symsigmoid
18,18
     0,    -2, -1.75,  -1.5, -1.25,    -1, -0.75,  -0.5, -0.25,     0,  0.25,   0.5,  0.75,     1,  1.25,   1.5,  1.75,     2
    -2,-2.238,-2.237,-2.234,-2.228,-2.215, -2.19,-2.139,-2.039,-1.844,-1.474,-0.8117,0.2651, 1.763, 3.444, 4.907, 5.827, 5.977
 -1.75,-2.237,-2.234,-2.228,-2.216,-2.191,-2.142,-2.045,-1.855,-1.494,-0.8447,0.2149,   1.7, 3.386, 4.877, 5.861, 6.149, 5.456
  -1.5,-2.234,-2.228,-2.216,-2.192,-2.145, -2.05,-1.865,-1.512,-0.8772,0.1651, 1.637, 3.325, 4.841, 5.876, 6.277, 5.819,  4.13
 -1.25,-2.229,-2.217,-2.194,-2.147,-2.055,-1.874,-1.531,-0.909,0.1159, 1.574, 3.263, 4.799, 5.879,  6.37, 6.109, 4.725, 2.214
    -1,-2.218,-2.195, -2.15, -2.06,-1.884,-1.548,-0.9402,0.0673, 1.511, 3.199, 4.754, 5.871, 6.435, 6.337, 5.244, 2.933, 0.343
 -0.75,-2.196,-2.152,-2.065,-1.893,-1.566,-0.9709,0.01933, 1.448, 3.134, 4.706, 5.855, 6.479, 6.512, 5.682, 3.635,0.9546,-0.9665
  -0.5,-2.155,-2.069,-1.902,-1.583,-1.001,-0.02799, 1.385, 3.069, 4.655, 5.833, 6.506, 6.644, 6.041, 4.291, 1.627,-0.5813,-1.691
 -0.25,-2.074,-1.911,  -1.6, -1.03,-0.07464, 1.323, 3.003, 4.602, 5.807, 6.521, 6.743, 6.329, 4.882, 2.338,-0.1167,-1.491,-2.041
     0, -1.92,-1.616,-1.059,-0.1206, 1.261, 2.937, 4.548, 5.776, 6.525, 6.814, 6.556, 5.395, 3.058,0.4285,-1.237,-1.948,-2.199
  0.25,-1.632,-1.087,-0.1659,   1.2,  2.87, 4.492, 5.743, 6.522, 6.865, 6.732, 5.828, 3.758, 1.048,-0.9171,-1.825,-2.157,-2.268
   0.5,-1.115,-0.2105, 1.139, 2.803, 4.435, 5.707, 6.513,   6.9, 6.866, 6.182,  4.41, 1.726,-0.5236,-1.666,-2.102, -2.25,-2.298
  0.75,-0.2544, 1.078, 2.736, 4.378, 5.669, 6.499, 6.922, 6.967, 6.467, 4.995,  2.44,-0.05031,-1.461,-2.029,-2.226, -2.29,-2.311
     1, 1.018, 2.669, 4.319, 5.629, 6.482, 6.935, 7.041, 6.691, 5.501, 3.161,0.5033,  -1.2,-1.933,-2.194, -2.28,-2.307,-2.316
  1.25, 2.602, 4.259, 5.588, 6.463, 6.941, 7.096, 6.865, 5.927, 3.857,  1.13,-0.8729,-1.807,-2.151,-2.266,-2.303,-2.315,-2.318
   1.5, 4.199, 5.546,  6.44, 6.942, 7.135, 6.998, 6.276, 4.504, 1.814,-0.4712,-1.643,-2.094,-2.247,-2.297,-2.313,-2.318,-2.319
  1.75, 5.502, 6.416, 6.938, 7.162, 7.099, 6.555, 5.082,  2.53,0.01068,-1.433,-2.019,-2.222,-2.289, -2.31,-2.317,-2.319, -2.32
     2, 6.391,  6.93, 7.181, 7.175, 6.775, 5.581,  3.25,0.5725,-1.165, -1.92,-2.189,-2.278,-2.307,-2.316,-2.319, -2.32, -2.32
